#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_v2        l2_rho_v3        l2_rho_e         linf_rho         linf_rho_v1      linf_rho_v2      linf_rho_v3      linf_rho_e       dsdu_ut          e_kinetic        e_total          entropy          pressure      
   190200  2.05891534e+01  9.68460498e-05   2.07271815e-03   3.75365595e-01   3.75557589e-01   2.28330194e-01   4.98181093e-01   6.67591393e-02   5.41269579e+00   3.68769948e+00   4.68046661e+00   1.55762640e+01  -9.53265527e-19   1.24820404e-01   1.78696429e+02  -1.06717404e+01   7.14286433e+01
   190300  2.05988514e+01  9.71392016e-05   2.06661700e-03   3.75433495e-01   3.75679391e-01   2.28244408e-01   4.96727903e-01   6.79305150e-02   5.50644091e+00   3.75388234e+00   4.73699980e+00   1.58064891e+01   1.79661390e-17   1.24819875e-01   1.78696429e+02  -1.06717404e+01   7.14286435e+01
   190400  2.06085873e+01  9.76024418e-05   2.05739239e-03   3.75505369e-01   3.75802438e-01   2.28154089e-01   4.95397852e-01   6.93148013e-02   5.54729932e+00   3.77897056e+00   4.75022155e+00   1.55832326e+01  -4.04692701e-17   1.24819686e-01   1.78696429e+02  -1.06717404e+01   7.14286436e+01
   190500  2.06183521e+01  9.75796352e-05   2.04622138e-03   3.75580586e-01   3.75925768e-01   2.28066825e-01   4.94743936e-01   7.04255527e-02   5.54243564e+00   3.77048542e+00   4.72433909e+00   1.49159201e+01  -7.53193137e-18   1.24820065e-01   1.78696429e+02  -1.06717404e+01   7.14286434e+01
   190600  2.06280985e+01  9.72871167e-05   2.03569042e-03   3.75656066e-01   3.76047489e-01   2.27990384e-01   4.95318001e-01   7.04407970e-02   5.49896798e+00   3.74531991e+00   4.66182485e+00   1.40703677e+01  -7.71376072e-18   1.24820634e-01   1.78696429e+02  -1.06717404e+01   7.14286432e+01
   190700  2.06378089e+01  9.69348181e-05   2.02810774e-03   3.75728851e-01   3.76166572e-01   2.27926758e-01   4.97284277e-01   6.88576593e-02   5.41987200e+00   3.72472047e+00   4.71907203e+00   1.33904991e+01  -3.02710909e-17   1.24820796e-01   1.78696429e+02  -1.06717404e+01   7.14286431e+01
   190800  2.06474872e+01  9.66459500e-05   2.02273468e-03   3.75798198e-01   3.76283421e-01   2.27871401e-01   4.99968360e-01   6.58218585e-02   5.30457915e+00   3.77850801e+00   4.78068383e+00   1.30620659e+01   1.37141294e-17   1.24820798e-01   1.78696429e+02  -1.06717404e+01   7.14286431e+01
   190900  2.06571405e+01  9.64389360e-05   2.01703415e-03   3.75865699e-01   3.76398738e-01   2.27816718e-01   5.02403667e-01   6.19923228e-02   5.15389321e+00   3.83391043e+00   4.80343161e+00   1.29902232e+01  -7.09833829e-18   1.24821383e-01   1.78696429e+02  -1.06717404e+01   7.14286429e+01
   191000  2.06667785e+01  9.63424817e-05   2.00940645e-03   3.75934012e-01   3.76511744e-01   2.27757860e-01   5.04096913e-01   5.81073274e-02   4.97383643e+00   3.88799969e+00   4.78625042e+00   1.28670372e+01   3.04564170e-18   1.24822839e-01   1.78696429e+02  -1.06717404e+01   7.14286423e+01
   191100  2.06764131e+01  9.63681240e-05   1.99949858e-03   3.76005322e-01   3.76619250e-01   2.27697571e-01   5.05007058e-01   5.72307254e-02   4.77462994e+00   3.93688572e+00   4.73214541e+00   1.23847595e+01   4.77302057e-18   1.24825068e-01   1.78696429e+02  -1.06717404e+01   7.14286414e+01
   191200  2.06860557e+01  9.64962577e-05   1.98820626e-03   3.76080019e-01   3.76716172e-01   2.27645800e-01   5.05333390e-01   5.98949542e-02   4.56559525e+00   3.97869405e+00   4.69060502e+00   1.14555487e+01  -2.13736910e-17   1.24827809e-01   1.78696429e+02  -1.06717404e+01   7.14286403e+01
   191300  2.06957145e+01  9.66853764e-05   1.97821217e-03   3.76156189e-01   3.76797392e-01   2.27614049e-01   5.05497289e-01   6.27739867e-02   4.35029706e+00   4.02061471e+00   4.77637073e+00   1.11598827e+01  -2.54788384e-17   1.24830344e-01   1.78696429e+02  -1.06717404e+01   7.14286393e+01
   191400  2.07053937e+01  9.68982487e-05   1.97205594e-03   3.76230667e-01   3.76860639e-01   2.27609234e-01   5.05761950e-01   6.57950437e-02   4.16965403e+00   4.13282922e+00   4.85670079e+00   1.18573257e+01  -4.79050417e-19   1.24831937e-01   1.78696429e+02  -1.06717404e+01   7.14286387e+01
   191500  2.07150717e+01  9.65615480e-05   1.96932840e-03   3.76300803e-01   3.76908480e-01   2.27630699e-01   5.05836695e-01   6.86248593e-02   4.39186653e+00   4.23296270e+00   4.92462678e+00   1.20925995e+01   5.47935769e-18   1.24832808e-01   1.78696429e+02  -1.06717404e+01   7.14286383e+01
   191600  2.07247060e+01  9.61419464e-05   1.96744771e-03   3.76365936e-01   3.76947620e-01   2.27670793e-01   5.05300075e-01   7.04565966e-02   4.59555433e+00   4.31286039e+00   4.96964436e+00   1.20486080e+01  -3.16977520e-18   1.24833855e-01   1.78696429e+02  -1.06717404e+01   7.14286379e+01
   191700  2.07343030e+01  9.58197693e-05   1.96429201e-03   3.76428402e-01   3.76985787e-01   2.27719220e-01   5.04208373e-01   7.05308455e-02   4.78044596e+00   4.37872085e+00   4.98638961e+00   1.20957897e+01  -2.39227987e-17   1.24835550e-01   1.78696429e+02  -1.06717404e+01   7.14286372e+01
   191800  2.07438743e+01  9.56339868e-05   1.95890293e-03   3.76492991e-01   3.77028173e-01   2.27768049e-01   5.03008399e-01   6.86205984e-02   4.94245876e+00   4.43973921e+00   4.97792730e+00   1.24785613e+01  -1.77178720e-17   1.24837771e-01   1.78696429e+02  -1.06717404e+01   7.14286363e+01
   191900  2.07534346e+01  9.55944867e-05   1.95137507e-03   3.76565537e-01   3.77075686e-01   2.27814509e-01   5.02156597e-01   6.62119042e-02   5.07600692e+00   4.50170201e+00   4.95195521e+00   1.31090053e+01   1.07873762e-17   1.24840210e-01   1.78696429e+02  -1.06717404e+01   7.14286353e+01
   192000  2.07629974e+01  9.56801813e-05   1.94292828e-03   3.76650405e-01   3.77125150e-01   2.27860744e-01   5.01856416e-01   6.65718379e-02   5.17763811e+00   4.72095675e+00   4.91291106e+00   1.36237100e+01   1.31686414e-17   1.24842491e-01   1.78696429e+02  -1.06717404e+01   7.14286344e+01
   192100  2.07725738e+01  9.58570653e-05   1.93490221e-03   3.76748352e-01   3.77171431e-01   2.27911950e-01   5.01812980e-01   6.73831938e-02   5.24804185e+00   4.95314320e+00   4.85669058e+00   1.36663040e+01  -1.92669182e-18   1.24844412e-01   1.78696429e+02  -1.06717404e+01   7.14286337e+01
   192200  2.07821714e+01  9.61044255e-05   1.92778495e-03   3.76856098e-01   3.77210291e-01   2.27973723e-01   5.01314571e-01   6.82697253e-02   5.29089355e+00   5.16766737e+00   4.77275393e+00   1.31796918e+01   1.43505322e-17   1.24846238e-01   1.78696429e+02  -1.06717404e+01   7.14286329e+01
   192300  2.07917893e+01  9.62563816e-05   1.92186931e-03   3.76967837e-01   3.77240307e-01   2.28048931e-01   4.99809452e-01   6.85613265e-02   5.30965426e+00   5.36219099e+00   4.65258235e+00   1.24625463e+01  -1.39973636e-17   1.24848394e-01   1.78696429e+02  -1.06717404e+01   7.14286321e+01
   192400  2.08014254e+01  9.64775075e-05   1.91778795e-03   3.77078435e-01   3.77263429e-01   2.28135766e-01   4.97293295e-01   6.77418842e-02   5.30523371e+00   5.54000012e+00   4.49749328e+00   1.19272066e+01  -3.01837959e-17   1.24850949e-01   1.78696429e+02  -1.06717404e+01   7.14286310e+01
   192500  2.08110879e+01  9.67851960e-05   1.91601292e-03   3.77186722e-01   3.77284244e-01   2.28228219e-01   4.94182328e-01   6.57365944e-02   5.27635104e+00   5.70495553e+00   4.31855100e+00   1.17563553e+01  -8.23302340e-18   1.24853595e-01   1.78696429e+02  -1.06717404e+01   7.14286300e+01
   192600  2.08207857e+01  9.71791950e-05   1.91704955e-03   3.77296311e-01   3.77307858e-01   2.28318125e-01   4.91140050e-01   6.45474026e-02   5.22211536e+00   5.85570921e+00   4.12851522e+00   1.17460007e+01   2.51693788e-17   1.24855723e-01   1.78696429e+02  -1.06717404e+01   7.14286291e+01
   192700  2.08305267e+01  9.76486590e-05   1.92174575e-03   3.77413350e-01   3.77337303e-01   2.28398181e-01   4.88843288e-01   6.54065364e-02   5.14431103e+00   5.98403570e+00   4.09798822e+00   1.17606454e+01   1.80413184e-17   1.24856554e-01   1.78696429e+02  -1.06717404e+01   7.14286288e+01
   192800  2.08403049e+01  9.77787846e-05   1.93004973e-03   3.77542366e-01   3.77372253e-01   2.28464940e-01   4.87468069e-01   6.49456662e-02   5.04718205e+00   6.07851698e+00   4.17553636e+00   1.21897221e+01   4.19824749e-18   1.24855702e-01   1.78696429e+02  -1.06717404e+01   7.14286291e+01
   192900  2.08500810e+01  9.77549565e-05   1.94039814e-03   3.77682640e-01   3.77409836e-01   2.28519938e-01   4.86573658e-01   6.39428516e-02   4.93484739e+00   6.13152016e+00   4.23433957e+00   1.24154018e+01   3.20404304e-17   1.24853507e-01   1.78696429e+02  -1.06717404e+01   7.14286300e+01
   193000  2.08598583e+01  9.78039668e-05   1.95129048e-03   3.77828897e-01   3.77447223e-01   2.28568377e-01   4.85688733e-01   6.31090357e-02   5.00794653e+00   6.14423812e+00   4.27549921e+00   1.22429537e+01   3.23979699e-17   1.24850534e-01   1.78696429e+02  -1.06717404e+01   7.14286312e+01
   193100  2.08696416e+01  9.78639984e-05   1.96183596e-03   3.77974132e-01   3.77484091e-01   2.28615941e-01   4.84674010e-01   6.26145996e-02   5.11467629e+00   6.12409100e+00   4.30568677e+00   1.17433218e+01  -1.59625194e-18   1.24847330e-01   1.78696429e+02  -1.06717404e+01   7.14286325e+01
   193200  2.08794332e+01  9.79776313e-05   1.97130587e-03   3.78114304e-01   3.77524110e-01   2.28666328e-01   4.83693827e-01   6.20497832e-02   5.19150096e+00   6.07803501e+00   4.35116206e+00   1.19192156e+01  -6.16471449e-18   1.24844543e-01   1.78696429e+02  -1.06717404e+01   7.14286336e+01
   193300  2.08892389e+01  9.81417498e-05   1.98036114e-03   3.78250876e-01   3.77573781e-01   2.28718873e-01   4.83450818e-01   6.08175910e-02   5.23776449e+00   6.00647593e+00   4.41022540e+00   1.14424676e+01   2.63827401e-18   1.24842337e-01   1.78696429e+02  -1.06717404e+01   7.14286345e+01
   193400  2.08990460e+01  9.79596114e-05   1.99132029e-03   3.78389106e-01   3.77638740e-01   2.28767664e-01   4.85007614e-01   5.86409692e-02   5.26836065e+00   5.90276713e+00   4.44193281e+00   1.15749193e+01   2.77010029e-17   1.24840029e-01   1.78696429e+02  -1.06717404e+01   7.14286354e+01
   193500  2.09088359e+01  9.78688159e-05   2.00486619e-03   3.78534216e-01   3.77720488e-01   2.28804649e-01   4.88626750e-01   5.81929354e-02   5.30281930e+00   5.75840734e+00   4.45867538e+00   1.15806054e+01  -2.14479963e-18   1.24837092e-01   1.78696429e+02  -1.06717404e+01   7.14286366e+01
   193600  2.09186250e+01  9.79379094e-05   2.01841767e-03   3.78687684e-01   3.77816039e-01   2.28824610e-01   4.93303344e-01   6.07117705e-02   5.35025463e+00   5.56899843e+00   4.57439005e+00   1.19377558e+01  -1.02279012e-19   1.24833826e-01   1.78696429e+02  -1.06717404e+01   7.14286379e+01
   193700  2.09284284e+01  9.81516118e-05   2.02870027e-03   3.78844847e-01   3.77919345e-01   2.28827835e-01   4.97700200e-01   6.62467817e-02   5.40188754e+00   5.33733250e+00   4.66178680e+00   1.20557038e+01   4.34336131e-18   1.24830753e-01   1.78696429e+02  -1.06717404e+01   7.14286391e+01
   193800  2.09382605e+01  9.85100488e-05   2.03354252e-03   3.78997185e-01   3.78024079e-01   2.28820473e-01   5.00907759e-01   7.22268812e-02   5.43653286e+00   5.07078928e+00   4.71934132e+00   1.18426467e+01  -3.16658445e-17   1.24828384e-01   1.78696429e+02  -1.06717404e+01   7.14286401e+01
   193900  2.09481285e+01  9.87159730e-05   2.03221008e-03   3.79136947e-01   3.78126232e-01   2.28811956e-01   5.02646395e-01   7.66775809e-02   5.43517786e+00   4.77620974e+00   4.74828600e+00   1.13870481e+01   4.20830056e-18   1.24827261e-01   1.78696429e+02  -1.06717404e+01   7.14286405e+01
   194000  2.09579914e+01  9.85512255e-05   2.02758948e-03   3.79260033e-01   3.78224672e-01   2.28809090e-01   5.03729595e-01   7.80262240e-02   5.39465119e+00   4.62069776e+00   4.75120220e+00   1.08748098e+01   5.30714431e-18   1.24826970e-01   1.78696429e+02  -1.06717404e+01   7.14286406e+01
   194100  2.09678406e+01  9.84470861e-05   2.02563670e-03   3.79368053e-01   3.78320804e-01   2.28811101e-01   5.05722783e-01   7.60923647e-02   5.32908109e+00   4.76961363e+00   4.72853294e+00   1.10308345e+01  -3.12448177e-18   1.24825986e-01   1.78696429e+02  -1.06717404e+01   7.14286410e+01
   194200  2.09776845e+01  9.84556902e-05   2.02937294e-03   3.79466834e-01   3.78416273e-01   2.28811069e-01   5.09248584e-01   7.27949656e-02   5.25764982e+00   5.02027539e+00   4.67595811e+00   1.17015821e+01   2.60348166e-17   1.24823519e-01   1.78696429e+02  -1.06717404e+01   7.14286420e+01
   194300  2.09875356e+01  9.84941516e-05   2.03641943e-03   3.79563110e-01   3.78511244e-01   2.28800932e-01   5.13455250e-01   7.30089502e-02   5.18998877e+00   5.22499817e+00   4.58656031e+00   1.20838134e+01  -1.58759756e-17   1.24820233e-01   1.78696429e+02  -1.06717404e+01   7.14286433e+01
   194400  2.09973650e+01  9.81212147e-05   2.04247696e-03   3.79660688e-01   3.78603851e-01   2.28775617e-01   5.17189287e-01   7.06419621e-02   5.12038372e+00   5.37577138e+00   4.45722324e+00   1.19937831e+01  -7.27929347e-18   1.24817255e-01   1.78696429e+02  -1.06717404e+01   7.14286445e+01
   194500  2.10071640e+01  9.78814341e-05   2.04293307e-03   3.79760130e-01   3.78692072e-01   2.28735295e-01   5.19589127e-01   6.82279894e-02   5.03353555e+00   5.47407707e+00   4.29277761e+00   1.15214405e+01  -5.60786209e-18   1.24816008e-01   1.78696429e+02  -1.06717404e+01   7.14286450e+01
   194600  2.10169448e+01  9.77546640e-05   2.03377288e-03   3.79859611e-01   3.78774841e-01   2.28684408e-01   5.20102559e-01   7.05029209e-02   4.91727307e+00   5.52853029e+00   4.19012629e+00   1.11577308e+01  -9.82752698e-18   1.24817991e-01   1.78696429e+02  -1.06717404e+01   7.14286442e+01
   194700  2.10267181e+01  9.77259733e-05   2.01607667e-03   3.79955610e-01   3.78851845e-01   2.28627322e-01   5.19174740e-01   7.10508486e-02   4.77197344e+00   5.54811770e+00   4.19645944e+00   1.12146256e+01  -2.50015363e-19   1.24823024e-01   1.78696429e+02  -1.06717404e+01   7.14286422e+01
   194800  2.10364932e+01  9.77919158e-05   1.99592620e-03   3.80045412e-01   3.78923391e-01   2.28564684e-01   5.17949872e-01   6.99991893e-02   4.78723461e+00   5.53656603e+00   4.18873050e+00   1.08711853e+01  -1.61111299e-18   1.24829198e-01   1.78696429e+02  -1.06717404e+01   7.14286397e+01
   194900  2.10462798e+01  9.79560485e-05   1.97738233e-03   3.80130633e-01   3.78990269e-01   2.28493285e-01   5.16620243e-01   6.89878447e-02   4.79418619e+00   5.49128518e+00   4.16732223e+00   1.14279693e+01  -2.72481779e-18   1.24835234e-01   1.78696429e+02  -1.06717404e+01   7.14286373e+01
   195000  2.10560879e+01  9.82183100e-05   1.96113175e-03   3.80217423e-01   3.79052661e-01   2.28406804e-01   5.14479556e-01   6.68644374e-02   4.76464609e+00   5.40724973e+00   4.13158502e+00   1.22416260e+01  -9.20456475e-18   1.24840926e-01   1.78696429e+02  -1.06717404e+01   7.14286351e+01
   195100  2.10658992e+01  9.79663584e-05   1.94877330e-03   3.80312581e-01   3.79109062e-01   2.28297586e-01   5.11441814e-01   6.79951214e-02   4.71798298e+00   5.28318815e+00   4.07964494e+00   1.28380501e+01   8.17106592e-18   1.24845812e-01   1.78696429e+02  -1.06717404e+01   7.14286331e+01
   195200  2.10756847e+01  9.77628531e-05   1.94053924e-03   3.80419668e-01   3.79157240e-01   2.28161372e-01   5.07777825e-01   6.84831971e-02   4.67295253e+00   5.12522487e+00   4.00987877e+00   1.28444888e+01   1.08929334e-17   1.24849816e-01   1.78696429e+02  -1.06717404e+01   7.14286315e+01
   195300  2.10854545e+01  9.76461382e-05   1.93331828e-03   3.80536477e-01   3.79195344e-01   2.28000692e-01   5.03402134e-01   6.94639828e-02   4.63292772e+00   4.94446981e+00   3.94517899e+00   1.23095767e+01   5.53443100e-18   1.24853642e-01   1.78696429e+02  -1.06717404e+01   7.14286300e+01
   195400  2.10952159e+01  9.75910029e-05   1.92744109e-03   3.80653765e-01   3.79221452e-01   2.27824097e-01   4.99016007e-01   7.15481833e-02   4.58425642e+00   4.75246423e+00   4.01475235e+00   1.16519482e+01  -5.77679729e-18   1.24856803e-01   1.78696429e+02  -1.06717404e+01   7.14286287e+01
   195500  2.11049749e+01  9.76041882e-05   1.92756392e-03   3.80760042e-01   3.79234398e-01   2.27642454e-01   4.96057144e-01   7.43939955e-02   4.50835426e+00   4.55638308e+00   4.13150181e+00   1.12980327e+01  -3.06924455e-18   1.24857714e-01   1.78696429e+02  -1.06717404e+01   7.14286283e+01
   195600  2.11147402e+01  9.77206037e-05   1.93417028e-03   3.80849669e-01   3.79235347e-01   2.27465125e-01   4.94635330e-01   7.69156029e-02   4.47038665e+00   4.51912736e+00   4.23975359e+00   1.14824391e+01  -2.13876779e-17   1.24856237e-01   1.78696429e+02  -1.06717404e+01   7.14286289e+01
   195700  2.11245239e+01  9.79760498e-05   1.94374265e-03   3.80926165e-01   3.79227552e-01   2.27295412e-01   4.93737348e-01   7.79927104e-02   4.46382115e+00   4.64273273e+00   4.33543335e+00   1.17033072e+01   7.41304294e-18   1.24853468e-01   1.78696429e+02  -1.06717404e+01   7.14286300e+01
   195800  2.11343289e+01  9.78374762e-05   1.95517395e-03   3.80998672e-01   3.79215261e-01   2.27129382e-01   4.93113833e-01   7.71849139e-02   4.44463110e+00   4.76838251e+00   4.41050538e+00   1.17374773e+01  -2.00834020e-17   1.24849956e-01   1.78696429e+02  -1.06717404e+01   7.14286314e+01
   195900  2.11440740e+01  9.70890775e-05   1.96665482e-03   3.81075133e-01   3.79203718e-01   2.26962543e-01   4.92705499e-01   7.49741517e-02   4.51375361e+00   4.88296633e+00   4.45808659e+00   1.16416300e+01   2.68176444e-17   1.24846632e-01   1.78696429e+02  -1.06717404e+01   7.14286328e+01
   196000  2.11537491e+01  9.64359074e-05   1.97368348e-03   3.81156996e-01   3.79197828e-01   2.26793340e-01   4.91872963e-01   7.23074297e-02   4.57166369e+00   4.97428832e+00   4.47784069e+00   1.14480998e+01  -2.29725655e-17   1.24845019e-01   1.78696429e+02  -1.06717404e+01   7.14286334e+01
   196100  2.11633637e+01  9.58787327e-05   1.97620737e-03   3.81236514e-01   3.79199924e-01   2.26624212e-01   4.90921349e-01   6.98842447e-02   4.59337265e+00   5.03776526e+00   4.47489883e+00   1.11251830e+01  -2.00991372e-17   1.24845001e-01   1.78696429e+02  -1.06717404e+01   7.14286334e+01
   196200  2.11729281e+01  9.54340084e-05   1.97855389e-03   3.81301700e-01   3.79209475e-01   2.26459621e-01   4.90958325e-01   6.77721444e-02   4.59101803e+00   5.07729198e+00   4.45597819e+00   1.09082604e+01   2.31220502e-18   1.24845096e-01   1.78696429e+02  -1.06717404e+01   7.14286334e+01
   196300  2.11824546e+01  9.51241649e-05   1.98144670e-03   3.81344672e-01   3.79224665e-01   2.26304086e-01   4.91812044e-01   6.55434303e-02   4.57106809e+00   5.10039183e+00   4.42523273e+00   1.12821716e+01   4.93037290e-18   1.24844917e-01   1.78696429e+02  -1.06717404e+01   7.14286335e+01
   196400  2.11919579e+01  9.49689670e-05   1.98328856e-03   3.81365574e-01   3.79243400e-01   2.26159754e-01   4.92491767e-01   6.48445245e-02   4.53128718e+00   5.11216884e+00   4.38223770e+00   1.22697363e+01   4.07892198e-18   1.24844753e-01   1.78696429e+02  -1.06717404e+01   7.14286335e+01
   196500  2.12014539e+01  9.49797697e-05   1.98601239e-03   3.81370865e-01   3.79264074e-01   2.26026177e-01   4.93017169e-01   6.56402006e-02   4.46468840e+00   5.11249167e+00   4.32280369e+00   1.32418511e+01  -8.67360992e-18   1.24843974e-01   1.78696429e+02  -1.06717404e+01   7.14286338e+01
   196600  2.12109594e+01  9.51558127e-05   1.99187853e-03   3.81369056e-01   3.79286749e-01   2.25903878e-01   4.93832998e-01   6.44693011e-02   4.36696033e+00   5.09733548e+00   4.24507849e+00   1.38962378e+01   7.97339206e-18   1.24842071e-01   1.78696429e+02  -1.06717404e+01   7.14286346e+01
   196700  2.12204904e+01  9.54823730e-05   1.99992877e-03   3.81365347e-01   3.79312805e-01   2.25796206e-01   4.94848816e-01   6.30807074e-02   4.32953848e+00   5.06214360e+00   4.28548260e+00   1.40858292e+01   1.84277058e-18   1.24839520e-01   1.78696429e+02  -1.06717404e+01   7.14286356e+01
   196800  2.12300604e+01  9.59330162e-05   2.01023986e-03   3.81357958e-01   3.79342833e-01   2.25706085e-01   4.96356544e-01   6.62734793e-02   4.40716910e+00   5.00437508e+00   4.30421016e+00   1.38192430e+01   8.65437797e-19   1.24836332e-01   1.78696429e+02  -1.06717404e+01   7.14286369e+01
   196900  2.12396799e+01  9.64006320e-05   2.02447140e-03   3.81340204e-01   3.79375557e-01   2.25632493e-01   4.99031262e-01   6.77650480e-02   4.46139829e+00   4.92393949e+00   4.28898610e+00   1.32381915e+01   6.24164229e-19   1.24831839e-01   1.78696429e+02  -1.06717404e+01   7.14286387e+01
   197000  2.12493287e+01  9.65587239e-05   2.04065298e-03   3.81306866e-01   3.79408452e-01   2.25571043e-01   5.02452828e-01   6.69235805e-02   4.47916838e+00   4.82265336e+00   4.22698410e+00   1.25580399e+01  -6.86230980e-19   1.24826356e-01   1.78696429e+02  -1.06717404e+01   7.14286409e+01
   197100  2.12589881e+01  9.66600087e-05   2.05501539e-03   3.81258641e-01   3.79438597e-01   2.25516719e-01   5.05529074e-01   6.49292748e-02   4.44956837e+00   4.70354802e+00   4.11513841e+00   1.19863981e+01  -2.69518310e-17   1.24820927e-01   1.78696429e+02  -1.06717404e+01   7.14286431e+01
   197200  2.12686674e+01  9.69525045e-05   2.06705636e-03   3.81202265e-01   3.79463646e-01   2.25467825e-01   5.07995721e-01   6.61154657e-02   4.37115504e+00   4.57064855e+00   4.03320054e+00   1.16419025e+01  -9.06699073e-18   1.24815885e-01   1.78696429e+02  -1.06717404e+01   7.14286451e+01
   197300  2.12783756e+01  9.69959048e-05   2.07697545e-03   3.81148044e-01   3.79483106e-01   2.25429174e-01   5.10007905e-01   6.51244784e-02   4.25344745e+00   4.42909628e+00   4.03966581e+00   1.14969636e+01   1.26721074e-17   1.24811351e-01   1.78696429e+02  -1.06717404e+01   7.14286469e+01
   197400  2.12880528e+01  9.65619757e-05   2.08323111e-03   3.81104952e-01   3.79498455e-01   2.25409219e-01   5.11504757e-01   7.19809156e-02   4.11257967e+00   4.28454041e+00   4.00893525e+00   1.15948830e+01  -1.30427595e-18   1.24807874e-01   1.78696429e+02  -1.06717404e+01   7.14286483e+01
   197500  2.12976894e+01  9.61839596e-05   2.08616261e-03   3.81074766e-01   3.79512178e-01   2.25410555e-01   5.12853637e-01   7.62107652e-02   3.96053663e+00   4.13869821e+00   4.01591519e+00   1.17342107e+01   2.62183943e-17   1.24805467e-01   1.78696429e+02  -1.06717404e+01   7.14286492e+01
   197600  2.13072917e+01  9.58800683e-05   2.08804762e-03   3.81052826e-01   3.79527152e-01   2.25424654e-01   5.14589873e-01   7.67456825e-02   3.95727637e+00   3.98858937e+00   4.01616419e+00   1.20684867e+01   2.57533308e-18   1.24803529e-01   1.78696429e+02  -1.06717404e+01   7.14286500e+01
   197700  2.13168680e+01  9.55923324e-05   2.08973305e-03   3.81033174e-01   3.79546692e-01   2.25435685e-01   5.16484230e-01   7.59789363e-02   4.09842618e+00   4.13706667e+00   3.98403994e+00   1.26490591e+01   3.41270971e-17   1.24801779e-01   1.78696429e+02  -1.06717404e+01   7.14286507e+01
   197800  2.13263882e+01  9.47898869e-05   2.09187376e-03   3.81012791e-01   3.79573308e-01   2.25430297e-01   5.18038059e-01   7.70572349e-02   4.22772231e+00   4.30749537e+00   4.05387344e+00   1.33255292e+01  -6.02134903e-18   1.24800200e-01   1.78696429e+02  -1.06717404e+01   7.14286513e+01
   197900  2.13358159e+01  9.37953173e-05   2.09690416e-03   3.80992789e-01   3.79606906e-01   2.25406756e-01   5.19353453e-01   8.11652452e-02   4.32334809e+00   4.44599580e+00   4.24226998e+00   1.45846079e+01  -2.85681891e-17   1.24798458e-01   1.78696429e+02  -1.06717404e+01   7.14286520e+01
   198000  2.13451503e+01  9.29202149e-05   2.10621647e-03   3.80977462e-01   3.79644209e-01   2.25376679e-01   5.20751601e-01   8.71069982e-02   4.36531834e+00   4.54363301e+00   4.44958833e+00   1.53177378e+01   2.60855190e-17   1.24796157e-01   1.78696429e+02  -1.06717404e+01   7.14286530e+01
   198100  2.13544027e+01  9.21545354e-05   2.11829436e-03   3.80971851e-01   3.79679263e-01   2.25357934e-01   5.22331690e-01   9.21854797e-02   4.34913824e+00   4.59882283e+00   4.63409394e+00   1.53341580e+01   4.20491311e-18   1.24793216e-01   1.78696429e+02  -1.06717404e+01   7.14286541e+01
   198200  2.13635849e+01  9.15205077e-05   2.13088439e-03   3.80979021e-01   3.79705307e-01   2.25363525e-01   5.24228904e-01   9.39419902e-02   4.28796052e+00   4.61728718e+00   4.78314126e+00   1.50201241e+01  -5.68216735e-20   1.24789757e-01   1.78696429e+02  -1.06717404e+01   7.14286555e+01
   198300  2.13727119e+01  9.10567134e-05   2.14224636e-03   3.80999391e-01   3.79718059e-01   2.25394211e-01   5.26554102e-01   9.15078843e-02   4.20191615e+00   4.60736963e+00   4.88891377e+00   1.49973212e+01  -2.19051922e-17   1.24786128e-01   1.78696429e+02  -1.06717404e+01   7.14286570e+01
   198400  2.13818025e+01  9.07901739e-05   2.15023412e-03   3.81032170e-01   3.79718525e-01   2.25439684e-01   5.28914042e-01   9.10523481e-02   4.22992522e+00   4.57440559e+00   4.95353119e+00   1.56507559e+01  -3.41804221e-18   1.24783112e-01   1.78696429e+02  -1.06717404e+01   7.14286582e+01
   198500  2.13908763e+01  9.07170524e-05   2.15276256e-03   3.81076669e-01   3.79713018e-01   2.25486290e-01   5.30474407e-01   9.25051738e-02   4.24893208e+00   4.51828544e+00   4.98745936e+00   1.68345369e+01   2.92325656e-18   1.24781717e-01   1.78696429e+02  -1.06717404e+01   7.14286587e+01
   198600  2.13999512e+01  9.08040159e-05   2.14958510e-03   3.81132530e-01   3.79710092e-01   2.25525355e-01   5.30547016e-01   9.28970715e-02   4.25380124e+00   4.44133922e+00   5.00181934e+00   1.79410002e+01   7.69278041e-18   1.24782608e-01   1.78696429e+02  -1.06717404e+01   7.14286584e+01
   198700  2.14090411e+01  9.10088993e-05   2.14246493e-03   3.81199645e-01   3.79716169e-01   2.25557165e-01   5.28922333e-01   9.17283557e-02   4.23803939e+00   4.41717667e+00   4.99995153e+00   1.82894769e+01   1.23084487e-18   1.24785764e-01   1.78696429e+02  -1.06717404e+01   7.14286571e+01
   198800  2.14181564e+01  9.13080455e-05   2.13379166e-03   3.81278141e-01   3.79732347e-01   2.25588702e-01   5.25830664e-01   8.91072898e-02   4.19456086e+00   4.39605984e+00   4.97450992e+00   1.75939915e+01   1.84049771e-17   1.24790522e-01   1.78696429e+02  -1.06717404e+01   7.14286552e+01
