#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_v2        l2_rho_v3        l2_rho_theta     linf_rho         linf_rho_v1      linf_rho_v2      linf_rho_v3      linf_rho_theta   dsdu_ut          energy_kinetic   entropy          entropy_phys     pressurecompute
    17200  2.01129873e+01  1.10051261e-03   1.57118765e-03   2.21138084e-01   2.21138084e-01   1.84089156e-01   3.18410798e-03   2.74593673e-02   2.07790919e+00   2.07794124e+00   2.19576424e+00   2.24899599e-02  -7.32041094e-15   1.25069336e-01   1.78536441e+02  -1.06638018e+01   7.14143149e+01
    17300  2.02232586e+01  1.10279480e-03   1.67486877e-03   2.21515469e-01   2.21515467e-01   1.86221202e-01   2.07801673e-03   2.93832800e-02   1.89719977e+00   1.89721669e+00   2.10435289e+00   2.43910390e-02  -7.51498977e-15   1.25070440e-01   1.78536441e+02  -1.06638017e+01   7.14143144e+01
    17400  2.03338381e+01  1.11140799e-03   1.75421790e-03   2.22367766e-01   2.22367763e-01   1.86888067e-01   1.93357196e-03   3.65767306e-02   1.55870234e+00   1.55873350e+00   1.98926528e+00   2.12531663e-02  -8.04638256e-15   1.25061471e-01   1.78536441e+02  -1.06638012e+01   7.14143180e+01
    17500  2.04448957e+01  1.11218855e-03   1.72771564e-03   2.22527313e-01   2.22527310e-01   1.88545890e-01   3.14072441e-03   3.91064919e-02   1.37434703e+00   1.37434388e+00   2.20928139e+00   9.93193588e-03  -7.87488251e-15   1.25066878e-01   1.78536441e+02  -1.06638007e+01   7.14143159e+01
    17600  2.05567542e+01  1.12345566e-03   1.75650310e-03   2.23963714e-01   2.23963714e-01   1.87608444e-01   2.04820970e-03   4.00953440e-02   1.24817724e+00   1.24816423e+00   2.36715856e+00   7.37800690e-03  -8.47383540e-15   1.25071077e-01   1.78536441e+02  -1.06638009e+01   7.14143142e+01
    17700  2.06694217e+01  1.12846554e-03   1.76633075e-03   2.24923470e-01   2.24923477e-01   1.87627331e-01   1.85001069e-03   3.80305067e-02   1.23939657e+00   1.23938179e+00   2.33177094e+00   5.22829109e-03  -6.93041888e-15   1.25069723e-01   1.78536441e+02  -1.06638010e+01   7.14143147e+01
    17800  2.07824504e+01  1.13259910e-03   1.68806415e-03   2.26753478e-01   2.26753498e-01   1.85674970e-01   3.28265130e-03   3.51807444e-02   1.23433139e+00   1.23430543e+00   2.15967824e+00   9.69214821e-03  -8.46738221e-15   1.25066196e-01   1.78536441e+02  -1.06638006e+01   7.14143161e+01
    17900  2.08960489e+01  1.13951270e-03   1.80490218e-03   2.28072208e-01   2.28072250e-01   1.85551831e-01   1.69241472e-03   3.19095909e-02   1.31735214e+00   1.31733426e+00   1.92910745e+00   1.19577001e-02  -7.66156171e-15   1.25053053e-01   1.78536441e+02  -1.06638011e+01   7.14143214e+01
    18000  2.10103120e+01  1.14571111e-03   1.73693921e-03   2.30130707e-01   2.30130777e-01   1.83508872e-01   2.45501056e-03   2.92075884e-02   1.35145166e+00   1.35145038e+00   1.69192570e+00   1.17883531e-02  -7.36824998e-15   1.25073275e-01   1.78536441e+02  -1.06638009e+01   7.14143133e+01
    18100  2.11252165e+01  1.15135620e-03   1.75187471e-03   2.31344402e-01   2.31344507e-01   1.83326166e-01   2.93896320e-03   2.62254717e-02   1.31882322e+00   1.31885999e+00   1.48510516e+00   1.56195179e-02  -5.91747552e-15   1.25064957e-01   1.78536441e+02  -1.06638007e+01   7.14143166e+01
    18200  2.12401585e+01  1.14751065e-03   1.87221558e-03   2.33130807e-01   2.33130955e-01   1.81429892e-01   1.85934956e-03   2.50094476e-02   1.44669995e+00   1.44700280e+00   1.45344335e+00   2.12058138e-02  -6.68254001e-15   1.25043722e-01   1.78536441e+02  -1.06638009e+01   7.14143251e+01
    18300  2.13549904e+01  1.14982770e-03   1.79268057e-03   2.33678578e-01   2.33678779e-01   1.82197001e-01   2.74974183e-03   2.28896797e-02   1.63582814e+00   1.63611766e+00   1.41216110e+00   1.67654218e-02  -5.90720216e-15   1.25070377e-01   1.78536441e+02  -1.06638006e+01   7.14143145e+01
    18400  2.14700306e+01  1.15135885e-03   1.80582937e-03   2.34856161e-01   2.34856428e-01   1.81169418e-01   2.56016501e-03   2.17902647e-02   1.65444884e+00   1.65468415e+00   1.44473862e+00   1.33786346e-02  -6.87475112e-15   1.25074916e-01   1.78536441e+02  -1.06638006e+01   7.14143126e+01
    18500  2.15851887e+01  1.14920112e-03   1.92032621e-03   2.35053902e-01   2.35054248e-01   1.82844851e-01   1.61786894e-03   2.40055692e-02   1.54646178e+00   1.54660652e+00   1.47650308e+00   1.29051704e-02  -5.54320601e-15   1.25053409e-01   1.78536441e+02  -1.06638007e+01   7.14143213e+01
    18600  2.16998970e+01  1.14645902e-03   1.80529531e-03   2.36098915e-01   2.36099337e-01   1.82010435e-01   3.15180466e-03   2.46134952e-02   1.35916305e+00   1.35919484e+00   1.55941192e+00   1.24384447e-02  -4.37284913e-15   1.25068536e-01   1.78536441e+02  -1.06638000e+01   7.14143152e+01
    18700  2.18144555e+01  1.14536675e-03   1.87885670e-03   2.36361107e-01   2.36361586e-01   1.83727639e-01   2.00097075e-03   2.72316263e-02   1.30427693e+00   1.30513028e+00   1.64485644e+00   1.05859260e-02  -6.92641514e-15   1.25074219e-01   1.78536441e+02  -1.06638005e+01   7.14143129e+01
    18800  2.19291259e+01  1.14831276e-03   1.91135447e-03   2.37482906e-01   2.37483401e-01   1.82827479e-01   1.86001013e-03   2.89815659e-02   1.37555185e+00   1.37630462e+00   1.70143980e+00   9.87432054e-03  -5.94942154e-15   1.25068141e-01   1.78536441e+02  -1.06638005e+01   7.14143154e+01
    18900  2.20441039e+01  1.14992255e-03   1.82804136e-03   2.37643942e-01   2.37644409e-01   1.84489615e-01   3.16763807e-03   2.87531755e-02   1.38368817e+00   1.38419593e+00   1.74392995e+00   8.58215458e-03  -4.85683691e-15   1.25071102e-01   1.78536441e+02  -1.06638000e+01   7.14143142e+01
    19000  2.21589979e+01  1.14794497e-03   1.95218694e-03   2.38889598e-01   2.38889995e-01   1.83654121e-01   1.75866126e-03   3.09791893e-02   1.36058394e+00   1.36064791e+00   1.83001706e+00   6.89099027e-03  -5.17868187e-15   1.25061419e-01   1.78536441e+02  -1.06638006e+01   7.14143180e+01
    19100  2.22736407e+01  1.14400498e-03   1.90204638e-03   2.39204906e-01   2.39205210e-01   1.85578260e-01   2.18675518e-03   3.01578236e-02   1.33023706e+00   1.32958528e+00   1.92372589e+00   5.95502132e-03  -5.02029276e-15   1.25082447e-01   1.78536441e+02  -1.06638005e+01   7.14143096e+01
    19200  2.23875866e+01  1.13497307e-03   1.86866104e-03   2.40709511e-01   2.40709713e-01   1.84435636e-01   2.99992514e-03   2.99291625e-02   1.30180666e+00   1.30009986e+00   2.01839457e+00   7.78024916e-03  -6.11976942e-15   1.25072308e-01   1.78536441e+02  -1.06638000e+01   7.14143137e+01
    19300  2.25006465e+01  1.12662861e-03   2.01040165e-03   2.41404013e-01   2.41404131e-01   1.86379973e-01   1.73821757e-03   3.00437182e-02   1.40366140e+00   1.40133888e+00   2.11813487e+00   7.31013661e-03  -5.85018467e-15   1.25054908e-01   1.78536441e+02  -1.06638007e+01   7.14143207e+01
    19400  2.26129551e+01  1.11952687e-03   1.88745015e-03   2.43236282e-01   2.43236347e-01   1.85562577e-01   2.58819986e-03   2.87395658e-02   1.54945762e+00   1.54710799e+00   2.22258633e+00   7.41614129e-03  -5.50371233e-15   1.25079008e-01   1.78536441e+02  -1.06638003e+01   7.14143110e+01
    19500  2.27246393e+01  1.11460479e-03   1.85784841e-03   2.44083273e-01   2.44083335e-01   1.88124393e-01   2.75574538e-03   2.71507255e-02   1.61685289e+00   1.61446046e+00   2.33987943e+00   7.77311571e-03  -6.31243860e-15   1.25080612e-01   1.78536441e+02  -1.06638004e+01   7.14143104e+01
    19600  2.28359036e+01  1.10986575e-03   1.98820413e-03   2.46045864e-01   2.46046000e-01   1.88280430e-01   1.71548536e-03   2.75878088e-02   1.58186857e+00   1.57936573e+00   2.46294846e+00   7.63427490e-03  -5.98931560e-15   1.25051437e-01   1.78536441e+02  -1.06638007e+01   7.14143220e+01
    19700  2.29466243e+01  1.10521091e-03   1.84654662e-03   2.47013361e-01   2.47013660e-01   1.91820336e-01   2.94661019e-03   2.42806813e-02   1.53217256e+00   1.53157223e+00   2.59597508e+00   7.96250016e-03  -5.41979458e-15   1.25076191e-01   1.78536441e+02  -1.06638003e+01   7.14143121e+01
    19800  2.30569481e+01  1.09835750e-03   1.87158255e-03   2.49164910e-01   2.49165536e-01   1.92833463e-01   2.52419342e-03   2.34269208e-02   1.60537503e+00   1.60780483e+00   2.73377049e+00   9.05535731e-03  -4.66240801e-15   1.25077247e-01   1.78536441e+02  -1.06638004e+01   7.14143117e+01
    19900  2.31659450e+01  1.08240476e-03   1.98760021e-03   2.49943027e-01   2.49944200e-01   1.97655389e-01   1.82096607e-03   2.41784384e-02   1.95924816e+00   1.96094867e+00   2.88446870e+00   1.25020572e-02  -5.38395322e-15   1.25056210e-01   1.78536441e+02  -1.06638008e+01   7.14143201e+01
    20000  2.32735117e+01  1.06950372e-03   1.82134367e-03   2.51508304e-01   2.51510410e-01   1.99840921e-01   3.13439880e-03   2.20889523e-02   2.23179234e+00   2.23125854e+00   3.03697881e+00   1.97330202e-02  -5.50934554e-15   1.25066691e-01   1.78536441e+02  -1.06637999e+01   7.14143159e+01
    20100  2.33800070e+01  1.06140495e-03   1.87185765e-03   2.51515455e-01   2.51519078e-01   2.05813051e-01   2.47776608e-03   2.66995305e-02   2.35724872e+00   2.35244350e+00   3.19069861e+00   2.67304639e-02  -6.21124269e-15   1.25073545e-01   1.78536441e+02  -1.06638001e+01   7.14143132e+01
    20200  2.34860023e+01  1.05871378e-03   1.99156223e-03   2.52791244e-01   2.52797379e-01   2.07997805e-01   1.98317811e-03   2.68211490e-02   2.31706859e+00   2.30477824e+00   3.44159574e+00   3.23433050e-02  -5.35881007e-15   1.25050771e-01   1.78536441e+02  -1.06637999e+01   7.14143223e+01
    20300  2.35917497e+01  1.05872266e-03   1.90741757e-03   2.53131667e-01   2.53141766e-01   2.12036563e-01   3.15356544e-03   2.43157844e-02   2.11501659e+00   2.09514325e+00   3.56433793e+00   3.82042377e-02  -5.95821928e-15   1.25059554e-01   1.78536441e+02  -1.06637991e+01   7.14143188e+01
    20400  2.36982036e+01  1.07223086e-03   1.98343442e-03   2.55054237e-01   2.55069814e-01   2.11840079e-01   2.64527310e-03   2.41321219e-02   1.88354906e+00   1.84407019e+00   3.34887582e+00   3.68741622e-02  -6.32985750e-15   1.25072598e-01   1.78536441e+02  -1.06637990e+01   7.14143136e+01
    20500  2.38062698e+01  1.08301995e-03   2.09569729e-03   2.56182808e-01   2.56204438e-01   2.13230999e-01   1.89658897e-03   3.28528770e-02   2.10786311e+00   2.14562227e+00   3.26596642e+00   3.28066619e-02  -6.67065795e-15   1.25046355e-01   1.78536441e+02  -1.06637989e+01   7.14143241e+01
    20600  2.39144261e+01  1.07537691e-03   2.00418148e-03   2.58261342e-01   2.58287588e-01   2.12840602e-01   3.34123888e-03   4.25284132e-02   2.39490825e+00   2.45467005e+00   3.09183998e+00   3.11461013e-02  -5.41749320e-15   1.25064509e-01   1.78536441e+02  -1.06637982e+01   7.14143168e+01
    20700  2.40208841e+01  1.05706943e-03   2.03680784e-03   2.59793000e-01   2.59821640e-01   2.15162437e-01   2.33292105e-03   4.05137544e-02   2.44276152e+00   2.47832624e+00   3.16481749e+00   2.80912129e-02  -3.46128612e-15   1.25070448e-01   1.78536441e+02  -1.06637984e+01   7.14143144e+01
    20800  2.41264478e+01  1.05623902e-03   2.11215595e-03   2.62033300e-01   2.62065589e-01   2.16757627e-01   2.18722961e-03   5.50488804e-02   2.28401221e+00   2.27343126e+00   3.19828900e+00   2.68629211e-02  -5.51058338e-15   1.25056341e-01   1.78536441e+02  -1.06637986e+01   7.14143201e+01
    20900  2.42326972e+01  1.07181875e-03   2.01233458e-03   2.64005412e-01   2.64049443e-01   2.19449798e-01   3.17300661e-03   6.29845206e-02   1.94416708e+00   1.87632880e+00   3.19044777e+00   2.33843665e-02  -5.69435167e-15   1.25058115e-01   1.78536441e+02  -1.06637978e+01   7.14143194e+01
    21000  2.43408207e+01  1.08462840e-03   2.08044697e-03   2.66370783e-01   2.66432599e-01   2.21967550e-01   2.61877245e-03   6.32833135e-02   1.98912776e+00   2.08545777e+00   3.09722589e+00   2.47731989e-02  -4.42945455e-15   1.25073716e-01   1.78536441e+02  -1.06637982e+01   7.14143131e+01
    21100  2.44496365e+01  1.09134995e-03   2.13432456e-03   2.68778735e-01   2.68845274e-01   2.23997855e-01   1.84985777e-03   5.56447416e-02   2.25814208e+00   2.37442843e+00   2.69335218e+00   2.42729808e-02  -4.36051621e-15   1.25054127e-01   1.78536441e+02  -1.06637981e+01   7.14143210e+01
    21200  2.45590594e+01  1.09518655e-03   2.06034636e-03   2.70983571e-01   2.71027769e-01   2.25963842e-01   3.52208101e-03   5.39571027e-02   2.46737748e+00   2.57426501e+00   2.60106669e+00   2.43653441e-02  -5.52317157e-15   1.25058960e-01   1.78536441e+02  -1.06637977e+01   7.14143190e+01
    21300  2.46680603e+01  1.08783170e-03   2.06277661e-03   2.73224565e-01   2.73224888e-01   2.26878696e-01   2.13257154e-03   5.18486325e-02   2.54128111e+00   2.63133709e+00   2.81556539e+00   2.17639219e-02  -4.76616089e-15   1.25070380e-01   1.78536441e+02  -1.06637981e+01   7.14143145e+01
    21400  2.47763954e+01  1.07298759e-03   2.08201633e-03   2.74669039e-01   2.74621870e-01   2.28194355e-01   2.35598671e-03   5.08918662e-02   2.50000525e+00   2.54503055e+00   2.88258308e+00   2.28821861e-02  -5.02962376e-15   1.25063201e-01   1.78536441e+02  -1.06637982e+01   7.14143173e+01
    21500  2.48826382e+01  1.05436044e-03   1.99089452e-03   2.76160282e-01   2.76081438e-01   2.27654098e-01   3.29445249e-03   4.85709666e-02   2.50458330e+00   2.40925119e+00   3.09488864e+00   2.53115805e-02  -4.98969298e-15   1.25056450e-01   1.78536441e+02  -1.06637976e+01   7.14143200e+01
    21600  2.49871877e+01  1.03891760e-03   2.05733273e-03   2.76670097e-01   2.76578746e-01   2.28814178e-01   2.52221858e-03   4.89800982e-02   2.55904813e+00   2.33096977e+00   3.43520212e+00   2.42877944e-02  -3.82251112e-15   1.25071722e-01   1.78536441e+02  -1.06637981e+01   7.14143139e+01
    21700  2.50911231e+01  1.03938945e-03   2.09204406e-03   2.78052762e-01   2.77943794e-01   2.26866475e-01   1.95049279e-03   4.72038989e-02   2.78634604e+00   2.74421178e+00   3.29857340e+00   3.39696707e-02  -3.21595986e-15   1.25064538e-01   1.78536441e+02  -1.06637981e+01   7.14143168e+01
    21800  2.51948600e+01  1.04008614e-03   2.04745276e-03   2.77856500e-01   2.77699842e-01   2.27957287e-01   3.47437519e-03   4.04116231e-02   2.80718885e+00   2.91997202e+00   3.00771325e+00   4.99707877e-02  -3.80004732e-15   1.25058387e-01   1.78536441e+02  -1.06637974e+01   7.14143193e+01
    21900  2.52994081e+01  1.04890421e-03   2.10545434e-03   2.79332234e-01   2.79106523e-01   2.25120082e-01   2.32130778e-03   4.59992192e-02   2.85594890e+00   2.77773035e+00   3.35093186e+00   5.46065710e-02  -3.89500858e-15   1.25075298e-01   1.78536441e+02  -1.06637976e+01   7.14143125e+01
    22000  2.54040636e+01  1.04709288e-03   2.18864394e-03   2.79072391e-01   2.78793008e-01   2.26396609e-01   2.16185221e-03   4.85505809e-02   3.28334615e+00   2.57437683e+00   3.44197784e+00   5.24926023e-02  -3.63471461e-15   1.25063252e-01   1.78536441e+02  -1.06637975e+01   7.14143173e+01
    22100  2.55088135e+01  1.04289911e-03   2.14911077e-03   2.80616803e-01   2.80344539e-01   2.23377004e-01   3.40613467e-03   5.31096889e-02   3.67262235e+00   3.39428572e+00   3.26189645e+00   5.16662451e-02  -3.45850623e-15   1.25060950e-01   1.78536441e+02  -1.06637967e+01   7.14143182e+01
    22200  2.56131629e+01  1.04782920e-03   2.20488354e-03   2.80437087e-01   2.80221522e-01   2.25053417e-01   2.38316846e-03   6.37213861e-02   3.94695616e+00   3.85863718e+00   2.99248294e+00   4.51606164e-02  -4.35878533e-15   1.25076514e-01   1.78536441e+02  -1.06637969e+01   7.14143120e+01
    22300  2.57186553e+01  1.05655689e-03   2.25621793e-03   2.81912224e-01   2.81757479e-01   2.22845953e-01   2.28810246e-03   6.54414917e-02   3.75273796e+00   3.84639582e+00   2.88285689e+00   3.71125998e-02  -3.33868069e-15   1.25064273e-01   1.78536441e+02  -1.06637968e+01   7.14143169e+01
    22400  2.58247572e+01  1.06603343e-03   2.21533342e-03   2.81891138e-01   2.81757929e-01   2.24579547e-01   3.31462915e-03   6.22656109e-02   3.73323497e+00   4.00910313e+00   2.71877234e+00   3.72076519e-02  -2.19330949e-15   1.25058342e-01   1.78536441e+02  -1.06637962e+01   7.14143193e+01
    22500  2.59312307e+01  1.06283964e-03   2.25165885e-03   2.83411817e-01   2.83259262e-01   2.23303272e-01   2.68968626e-03   6.29723562e-02   3.49450276e+00   3.91925647e+00   2.94680484e+00   3.92470473e-02  -3.56496033e-15   1.25073796e-01   1.78536441e+02  -1.06637965e+01   7.14143131e+01
    22600  2.60368933e+01  1.05392642e-03   2.30108674e-03   2.83813534e-01   2.83601243e-01   2.24756597e-01   2.05933283e-03   6.11108197e-02   3.44171920e+00   3.36205448e+00   2.99149000e+00   3.69881095e-02  -4.74728473e-15   1.25059923e-01   1.78536441e+02  -1.06637966e+01   7.14143186e+01
    22700  2.61423310e+01  1.05500209e-03   2.24495562e-03   2.84973834e-01   2.84702672e-01   2.24236586e-01   3.67087071e-03   6.40329416e-02   3.43180647e+00   3.51360940e+00   2.77294994e+00   3.84609322e-02  -3.41439163e-15   1.25049464e-01   1.78536441e+02  -1.06637958e+01   7.14143228e+01
    22800  2.62481854e+01  1.06284258e-03   2.26395442e-03   2.85733367e-01   2.85437936e-01   2.25263412e-01   2.38717697e-03   6.84642445e-02   3.22064693e+00   3.25385618e+00   2.52309934e+00   3.15459899e-02  -2.28572787e-15   1.25068069e-01   1.78536441e+02  -1.06637962e+01   7.14143154e+01
    22900  2.63551575e+01  1.07063279e-03   2.28514632e-03   2.86816193e-01   2.86532942e-01   2.25537741e-01   2.63547570e-03   6.26795472e-02   3.46027548e+00   3.30809148e+00   2.42332358e+00   3.15014737e-02  -3.03031209e-15   1.25054701e-01   1.78536441e+02  -1.06637960e+01   7.14143207e+01
    23000  2.64613199e+01  1.05382588e-03   2.24497879e-03   2.87813919e-01   2.87532530e-01   2.25820344e-01   3.38834057e-03   5.25538914e-02   3.55507646e+00   3.51513420e+00   2.36923745e+00   3.52245267e-02  -3.21315549e-15   1.25046205e-01   1.78536441e+02  -1.06637956e+01   7.14143241e+01
    23100  2.65660695e+01  1.04271285e-03   2.25134314e-03   2.88540659e-01   2.88223031e-01   2.27001822e-01   2.86938821e-03   4.83061965e-02   3.78352723e+00   3.65184533e+00   2.50199644e+00   4.57702888e-02  -2.47943558e-15   1.25061789e-01   1.78536441e+02  -1.06637958e+01   7.14143179e+01
    23200  2.66702248e+01  1.04242149e-03   2.29493806e-03   2.89807980e-01   2.89432857e-01   2.26511284e-01   2.15310618e-03   4.76934452e-02   3.78667393e+00   3.57018027e+00   2.63560369e+00   6.09717446e-02  -1.96268005e-15   1.25053456e-01   1.78536441e+02  -1.06637958e+01   7.14143212e+01
    23300  2.67750676e+01  1.05675212e-03   2.23616883e-03   2.90103031e-01   2.89688547e-01   2.28024634e-01   3.63083335e-03   5.20810140e-02   3.38758240e+00   3.30161674e+00   2.76442433e+00   5.94366675e-02  -2.81019367e-15   1.25046956e-01   1.78536441e+02  -1.06637948e+01   7.14143238e+01
    23400  2.68804356e+01  1.04464402e-03   2.26685777e-03   2.91676518e-01   2.91275471e-01   2.26240829e-01   2.45000979e-03   5.52326567e-02   3.34554352e+00   3.31482137e+00   2.86930517e+00   4.23267067e-02  -3.36236046e-15   1.25071178e-01   1.78536441e+02  -1.06637952e+01   7.14143141e+01
    23500  2.69845042e+01  1.03801324e-03   2.29535365e-03   2.91602613e-01   2.91258845e-01   2.27819886e-01   2.38451551e-03   5.60352958e-02   3.10645725e+00   3.53520212e+00   2.85572450e+00   3.33848930e-02  -4.13457575e-15   1.25059622e-01   1.78536441e+02  -1.06637949e+01   7.14143188e+01
    23600  2.70882348e+01  1.03806324e-03   2.25251266e-03   2.92963555e-01   2.92752707e-01   2.25189643e-01   3.37314046e-03   5.63418080e-02   3.32025493e+00   3.36861267e+00   2.85483248e+00   3.40145975e-02  -2.30941464e-15   1.25056165e-01   1.78536441e+02  -1.06637944e+01   7.14143201e+01
    23700  2.71925560e+01  1.05031930e-03   2.26295532e-03   2.92672409e-01   2.92648307e-01   2.27112889e-01   2.59918901e-03   5.82671473e-02   3.34799609e+00   3.23469434e+00   2.88588721e+00   3.48778871e-02  -1.51889054e-15   1.25074600e-01   1.78536441e+02  -1.06637946e+01   7.14143128e+01
    23800  2.72975869e+01  1.04914556e-03   2.30542616e-03   2.94101918e-01   2.94264889e-01   2.24434241e-01   2.32929415e-03   5.67081675e-02   3.33441549e+00   3.29864097e+00   2.83609008e+00   3.26613941e-02  -1.77773162e-15   1.25060069e-01   1.78536441e+02  -1.06637945e+01   7.14143186e+01
    23900  2.74013311e+01  1.02712601e-03   2.27833912e-03   2.93626373e-01   2.93904476e-01   2.26515428e-01   3.31368558e-03   5.74383784e-02   3.03804557e+00   3.54920195e+00   2.90281886e+00   3.70471761e-02  -2.53395291e-15   1.25053422e-01   1.78536441e+02  -1.06637940e+01   7.14143212e+01
    24000  2.75033584e+01  1.01488849e-03   2.28132842e-03   2.94732358e-01   2.95059111e-01   2.24904799e-01   2.90861710e-03   6.09144396e-02   3.16321446e+00   3.75137647e+00   3.38124732e+00   3.96776986e-02  -1.71338850e-15   1.25069086e-01   1.78536441e+02  -1.06637940e+01   7.14143150e+01
    24100  2.76047015e+01  1.01311817e-03   2.37930947e-03   2.94668829e-01   2.95014434e-01   2.26657608e-01   2.14354419e-03   7.13747472e-02   3.41858630e+00   3.69210672e+00   3.60734332e+00   4.86204835e-02  -2.41540717e-15   1.25048574e-01   1.78536441e+02  -1.06637942e+01   7.14143232e+01
    24200  2.77062591e+01  1.01960928e-03   2.29679434e-03   2.95459332e-01   2.95834985e-01   2.26219609e-01   3.46480448e-03   6.55172593e-02   3.51578071e+00   3.45792419e+00   3.29497854e+00   4.84057794e-02  -1.77068223e-15   1.25054837e-01   1.78536441e+02  -1.06637934e+01   7.14143207e+01
    24300  2.78081285e+01  1.01875266e-03   2.34661104e-03   2.95863346e-01   2.96229745e-01   2.27201657e-01   2.79814135e-03   5.85606319e-02   4.11803042e+00   3.59509603e+00   3.12156785e+00   4.79472854e-02  -1.44370410e-15   1.25061105e-01   1.78536441e+02  -1.06637938e+01   7.14143182e+01
    24400  2.79089370e+01  9.99432128e-04   2.37434442e-03   2.96191059e-01   2.96442899e-01   2.28550368e-01   2.59477446e-03   6.88397172e-02   4.37229225e+00   4.03380465e+00   3.05296549e+00   4.89757672e-02  -1.77911632e-15   1.25047215e-01   1.78536441e+02  -1.06637935e+01   7.14143237e+01
    24500  2.80083165e+01  9.90273620e-04   2.38044719e-03   2.97240787e-01   2.97320815e-01   2.28201728e-01   2.94890554e-03   8.05693223e-02   4.28387975e+00   4.08987822e+00   3.75994316e+00   5.28915173e-02  -1.76253488e-15   1.25059401e-01   1.78536441e+02  -1.06637934e+01   7.14143189e+01
    24600  2.81074349e+01  9.94055223e-04   2.37599850e-03   2.97233601e-01   2.97198268e-01   2.30761601e-01   3.22041750e-03   8.68963429e-02   4.32130819e+00   3.97909123e+00   4.38316160e+00   6.09667587e-02  -9.35022492e-16   1.25062243e-01   1.78536441e+02  -1.06637929e+01   7.14143177e+01
    24700  2.82066093e+01  9.83721556e-04   2.47099719e-03   2.98666193e-01   2.98609522e-01   2.29400384e-01   2.32349241e-03   8.26139442e-02   4.40420092e+00   4.03288757e+00   4.51652346e+00   5.98615794e-02  -1.12801337e-15   1.25049835e-01   1.78536441e+02  -1.06637930e+01   7.14143227e+01
    24800  2.83040636e+01  9.69757573e-04   2.46397010e-03   2.98518147e-01   2.98501759e-01   2.32190379e-01   2.67649530e-03   1.03690694e-01   4.33166926e+00   3.96513164e+00   4.31744349e+00   4.98465390e-02  -1.85490070e-15   1.25068207e-01   1.78536441e+02  -1.06637927e+01   7.14143153e+01
    24900  2.84012831e+01  9.77494450e-04   2.47258453e-03   3.00142402e-01   3.00149339e-01   2.30276271e-01   3.53657733e-03   1.18775556e-01   3.75921842e+00   4.24407909e+00   4.10495226e+00   5.12869646e-02  -9.33665765e-16   1.25049282e-01   1.78536441e+02  -1.06637919e+01   7.14143229e+01
    25000  2.85000321e+01  9.99190250e-04   2.53946230e-03   3.00629674e-01   3.00673162e-01   2.31907092e-01   2.25722246e-03   1.16488923e-01   3.37061843e+00   3.90662021e+00   3.87438476e+00   5.06868666e-02  -9.38868882e-16   1.25052626e-01   1.78536441e+02  -1.06637921e+01   7.14143216e+01
    25100  2.86010652e+01  1.01307771e-03   2.52242318e-03   3.01902925e-01   3.02016800e-01   2.31302074e-01   2.78974005e-03   9.44457534e-02   3.13011226e+00   3.31724597e+00   3.25540758e+00   4.78243573e-02   1.42517499e-16   1.25063461e-01   1.78536441e+02  -1.06637916e+01   7.14143172e+01
    25200  2.87025943e+01  1.02142264e-03   2.59542790e-03   3.03022311e-01   3.03198795e-01   2.31142553e-01   3.37566601e-03   8.65503486e-02   3.26318396e+00   3.57604033e+00   3.33045804e+00   4.72995601e-02  -6.93357292e-16   1.25039276e-01   1.78536441e+02  -1.06637912e+01   7.14143269e+01
    25300  2.88059734e+01  1.03991704e-03   2.60379848e-03   3.04245533e-01   3.04366029e-01   2.31323696e-01   2.70199825e-03   9.80300757e-02   3.55079015e+00   3.75387106e+00   3.49556889e+00   4.48272235e-02  -6.70960811e-16   1.25057946e-01   1.78536441e+02  -1.06637909e+01   7.14143194e+01
    25400  2.89086146e+01  1.01606607e-03   2.64217762e-03   3.05910391e-01   3.05813406e-01   2.30024435e-01   2.34630705e-03   1.06821937e-01   3.61637799e+00   4.11422436e+00   3.38429247e+00   5.70186124e-02  -2.06334358e-16   1.25057901e-01   1.78536441e+02  -1.06637906e+01   7.14143195e+01
    25500  2.90095106e+01  1.00564285e-03   2.65369955e-03   3.06505398e-01   3.06134905e-01   2.31342328e-01   3.57011567e-03   1.07830201e-01   3.51763296e+00   4.29419452e+00   3.95083953e+00   5.92121402e-02  -1.66905361e-16   1.25044133e-01   1.78536441e+02  -1.06637896e+01   7.14143250e+01
    25600  2.91104945e+01  1.00763061e-03   2.72169488e-03   3.08522799e-01   3.07906163e-01   2.29095715e-01   2.50355480e-03   9.48940828e-02   3.78697986e+00   3.95007758e+00   3.96439110e+00   6.25722688e-02   2.93255783e-16   1.25062095e-01   1.78536441e+02  -1.06637897e+01   7.14143178e+01
    25700  2.92102386e+01  9.91116349e-04   2.74748494e-03   3.08979201e-01   3.08228590e-01   2.30924768e-01   2.38472633e-03   1.09795938e-01   4.42331151e+00   3.72134758e+00   3.72853666e+00   5.60308123e-02  -7.80663356e-16   1.25058442e-01   1.78536441e+02  -1.06637892e+01   7.14143192e+01
    25800  2.93091905e+01  9.85622832e-04   2.75527757e-03   3.10766993e-01   3.09856747e-01   2.28706334e-01   3.49170688e-03   9.82111931e-02   4.22459732e+00   3.95589556e+00   3.81907091e+00   6.64704387e-02  -5.47264399e-16   1.25045609e-01   1.78536441e+02  -1.06637883e+01   7.14143244e+01
