#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_theta     linf_rho         linf_rho_v1      linf_rho_theta   dsdu_ut          energy_kinetic   entropy          entropy_phys     pressurecompute
   468700  2.28760392e+01  5.06930835e-05   9.42784260e-03   9.42784260e-04   1.63072276e-11   3.26318118e-02   3.26318117e-03   1.66169301e-11  -1.86482774e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   468800  2.28811118e+01  5.07581752e-05   9.42901925e-03   9.42901925e-04   1.63111526e-11   3.24649308e-02   3.24649307e-03   1.66263669e-11   1.62196645e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   468900  2.28861911e+01  5.08289062e-05   9.43017917e-03   9.43017916e-04   1.63143728e-11   3.22874345e-02   3.22874344e-03   1.66119341e-11  -5.63785130e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   469000  2.28912778e+01  5.09052832e-05   9.43132922e-03   9.43132922e-04   1.63191154e-11   3.20993617e-02   3.20993616e-03   1.66087144e-11   6.80878964e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   469100  2.28963725e+01  5.09873146e-05   9.43247669e-03   9.43247669e-04   1.63228990e-11   3.19007546e-02   3.19007545e-03   1.66087144e-11   5.07406617e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   469200  2.29014756e+01  5.10750101e-05   9.43362922e-03   9.43362922e-04   1.63271419e-11   3.16916590e-02   3.16916589e-03   1.66081593e-11  -1.64798730e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   469300  2.29065877e+01  5.11683811e-05   9.43479483e-03   9.43479482e-04   1.63316203e-11   3.14721245e-02   3.14721244e-03   1.65915059e-11  -8.84708973e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   469400  2.29117095e+01  5.12674406e-05   9.43598187e-03   9.43598186e-04   1.63357920e-11   3.12422045e-02   3.12422044e-03   1.66038294e-11   1.21430643e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   469500  2.29168415e+01  5.13722030e-05   9.43719902e-03   9.43719902e-04   1.63398188e-11   3.10019563e-02   3.10019562e-03   1.66415770e-11  -2.68882139e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   469600  2.29219843e+01  5.14826846e-05   9.43845528e-03   9.43845528e-04   1.63435871e-11   3.07514414e-02   3.07514413e-03   1.66062719e-11   8.89045781e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   469700  2.29271384e+01  5.15989030e-05   9.43975991e-03   9.43975990e-04   1.63470725e-11   3.04907254e-02   3.04907253e-03   1.66077152e-11   9.02056208e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   469800  2.29323044e+01  5.17208774e-05   9.44112243e-03   9.44112242e-04   1.63529018e-11   3.02198785e-02   3.02198784e-03   1.66235914e-11  -1.20563282e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   469900  2.29374828e+01  5.18486288e-05   9.44255259e-03   9.44255259e-04   1.63572461e-11   2.99389751e-02   2.99389750e-03   1.66551217e-11   7.11236625e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   470000  2.29426744e+01  5.19821795e-05   9.44406035e-03   9.44406035e-04   1.63614051e-11   2.96480947e-02   2.96480946e-03   1.66545666e-11  -1.05384451e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   470100  2.29478796e+01  5.21215537e-05   9.44565584e-03   9.44565584e-04   1.63644135e-11   2.93473212e-02   2.93473211e-03   1.66315850e-11   6.93889390e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   470200  2.29530991e+01  5.22667771e-05   9.44734933e-03   9.44734932e-04   1.63666576e-11   2.90367438e-02   2.90367437e-03   1.66352487e-11   5.98479599e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   470300  2.29583333e+01  5.24178770e-05   9.44915119e-03   9.44915118e-04   1.63703395e-11   2.87164568e-02   2.87164567e-03   1.66450187e-11  -1.23165367e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   470400  2.29635830e+01  5.25748823e-05   9.45107187e-03   9.45107187e-04   1.63738463e-11   2.83865598e-02   2.83865597e-03   1.66641145e-11  -7.11236625e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   470500  2.29688486e+01  5.27378237e-05   9.45312187e-03   9.45312186e-04   1.63774810e-11   2.80471578e-02   2.80471578e-03   1.66883174e-11   3.29597460e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   470600  2.29741309e+01  5.29067334e-05   9.45531167e-03   9.45531167e-04   1.63818215e-11   2.76983619e-02   2.76983618e-03   1.66988645e-11   1.16226473e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   470700  2.29794304e+01  5.30816455e-05   9.45765172e-03   9.45765172e-04   1.63849473e-11   2.73402885e-02   2.73402885e-03   1.67094116e-11  -1.30104261e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   470800  2.29847476e+01  5.32625955e-05   9.46015241e-03   9.46015240e-04   1.63907519e-11   2.69730606e-02   2.69730606e-03   1.66973102e-11  -1.44849410e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   470900  2.29900833e+01  5.34496209e-05   9.46282396e-03   9.46282395e-04   1.63946015e-11   2.65968072e-02   2.65968071e-03   1.67095227e-11   5.11743425e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   471000  2.29954379e+01  5.36427608e-05   9.46567646e-03   9.46567646e-04   1.63987020e-11   2.62116637e-02   2.62116636e-03   1.67420522e-11   5.59448321e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   471100  2.30008122e+01  5.38420560e-05   9.46871979e-03   9.46871979e-04   1.64012756e-11   2.58177722e-02   2.58177721e-03   1.67506009e-11  -7.89299182e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   471200  2.30062068e+01  5.40475491e-05   9.47196355e-03   9.47196354e-04   1.64049993e-11   2.54152818e-02   2.54152818e-03   1.67277303e-11   2.32886627e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   471300  2.30116222e+01  5.42592846e-05   9.47541703e-03   9.47541703e-04   1.64101668e-11   2.50043485e-02   2.50043484e-03   1.67501568e-11   8.50014503e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   471400  2.30170590e+01  5.44773087e-05   9.47908919e-03   9.47908919e-04   1.64147326e-11   2.45851356e-02   2.45851355e-03   1.67897918e-11   6.63531730e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   471500  2.30225180e+01  5.47016694e-05   9.48298856e-03   9.48298856e-04   1.64189717e-11   2.41578137e-02   2.41578136e-03   1.67881264e-11  -1.35308431e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   471600  2.30279998e+01  5.49324167e-05   9.48712321e-03   9.48712321e-04   1.64248406e-11   2.37225613e-02   2.37225612e-03   1.67555969e-11   1.32272665e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   471700  2.30335050e+01  5.51696024e-05   9.49150072e-03   9.49150072e-04   1.64307324e-11   2.32795646e-02   2.32795645e-03   1.67617031e-11  -8.15320034e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   471800  2.30390342e+01  5.54132803e-05   9.49612808e-03   9.49612808e-04   1.64347875e-11   2.28290180e-02   2.28290179e-03   1.67517111e-11   7.37257477e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   471900  2.30445881e+01  5.56635059e-05   9.50101169e-03   9.50101168e-04   1.64391657e-11   2.23711239e-02   2.23711239e-03   1.68024483e-11  -2.08166817e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   472000  2.30501674e+01  5.59203370e-05   9.50615725e-03   9.50615724e-04   1.64442339e-11   2.19060936e-02   2.19060935e-03   1.68117742e-11   1.17961196e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   472100  2.30557727e+01  5.61838332e-05   9.51156976e-03   9.51156975e-04   1.64490592e-11   2.18516695e-02   2.18516694e-03   1.67824643e-11  -4.42354486e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   472200  2.30614046e+01  5.64540563e-05   9.51725343e-03   9.51725342e-04   1.64545352e-11   2.18315095e-02   2.18315094e-03   1.67554859e-11  -1.75207071e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   472300  2.30670640e+01  5.67310699e-05   9.52321166e-03   9.52321165e-04   1.64596440e-11   2.18059642e-02   2.18059642e-03   1.67532654e-11   2.08166817e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   472400  2.30727513e+01  5.70149401e-05   9.52944695e-03   9.52944694e-04   1.64647846e-11   2.17749016e-02   2.17749015e-03   1.67563741e-11   3.81639165e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   472500  2.30784675e+01  5.73057349e-05   9.53596087e-03   9.53596087e-04   1.64698365e-11   2.17381865e-02   2.17381865e-03   1.67551528e-11   1.67400815e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   472600  2.30842130e+01  5.76035245e-05   9.54275403e-03   9.54275403e-04   1.64764331e-11   2.16956815e-02   2.16956815e-03   1.67443837e-11  -1.46584134e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   472700  2.30899887e+01  5.79083814e-05   9.54982600e-03   9.54982599e-04   1.64795699e-11   2.16472463e-02   2.16472463e-03   1.67337255e-11   1.73472348e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   472800  2.30957944e+01  5.81186087e-05   9.55717414e-03   9.55717414e-04   1.64847935e-11   2.15927466e-02   2.15927466e-03   1.67523773e-11   4.85722573e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   472900  2.31015903e+01  5.78037364e-05   9.56474211e-03   9.56474211e-04   1.64892348e-11   2.15324812e-02   2.15324812e-03   1.67987846e-11  -2.94902991e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   473000  2.31073551e+01  5.74967390e-05   9.57249138e-03   9.57249137e-04   1.64937038e-11   2.14666925e-02   2.14666925e-03   1.68004499e-11   9.71445147e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   473100  2.31130896e+01  5.71974867e-05   9.58041036e-03   9.58041035e-04   1.64989175e-11   2.13954266e-02   2.13954266e-03   1.67429404e-11  -1.16226473e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   473200  2.31187945e+01  5.69058535e-05   9.58848696e-03   9.58848695e-04   1.65035264e-11   2.13187302e-02   2.13187301e-03   1.67751368e-11   9.71445147e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   473300  2.31244707e+01  5.66217166e-05   9.59670864e-03   9.59670863e-04   1.65084427e-11   2.12366499e-02   2.12366498e-03   1.67861280e-11  -2.94902991e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   473400  2.31301188e+01  5.63449569e-05   9.60506246e-03   9.60506245e-04   1.65120663e-11   2.11492328e-02   2.11492328e-03   1.68087766e-11   6.93889390e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   473500  2.31357397e+01  5.60754587e-05   9.61353516e-03   9.61353516e-04   1.65175951e-11   2.10565263e-02   2.10565263e-03   1.68401959e-11   6.76542156e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   473600  2.31413339e+01  5.58131095e-05   9.62211322e-03   9.62211322e-04   1.65222131e-11   2.09585781e-02   2.09585781e-03   1.68323133e-11   1.04083409e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   473700  2.31469023e+01  5.55578001e-05   9.63078290e-03   9.63078289e-04   1.65268713e-11   2.08554360e-02   2.08554360e-03   1.68470793e-11   3.64291930e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   473800  2.31524454e+01  5.53094247e-05   9.63953029e-03   9.63953029e-04   1.65321157e-11   2.07471482e-02   2.07471482e-03   1.68776104e-11  -3.03576608e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   473900  2.31579641e+01  5.50678805e-05   9.64834141e-03   9.64834141e-04   1.65371089e-11   2.06337631e-02   2.06337631e-03   1.68793868e-11  -1.99493200e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   474000  2.31634590e+01  5.48330680e-05   9.65720221e-03   9.65720220e-04   1.65420130e-11   2.05153296e-02   2.05153295e-03   1.68737246e-11  -1.31838984e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   474100  2.31689307e+01  5.46048906e-05   9.66609864e-03   9.66609864e-04   1.65455747e-11   2.03918964e-02   2.03918964e-03   1.68652869e-11   8.76035355e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   474200  2.31743800e+01  5.43832547e-05   9.67501671e-03   9.67501670e-04   1.65490442e-11   2.02635129e-02   2.02635128e-03   1.68240977e-11   2.25514052e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   474300  2.31798074e+01  5.41680699e-05   9.68394250e-03   9.68394249e-04   1.65537683e-11   2.01302285e-02   2.01302284e-03   1.68083325e-11   1.00613962e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   474400  2.31852136e+01  5.39592485e-05   9.69286223e-03   9.69286222e-04   1.65574055e-11   1.99920930e-02   1.99920929e-03   1.68270953e-11  -9.88792381e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   474500  2.31905992e+01  5.37567058e-05   9.70176229e-03   9.70176229e-04   1.65611237e-11   1.99741132e-02   1.99741132e-03   1.68374203e-11  -5.20417043e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   474600  2.31959649e+01  5.35603599e-05   9.71062929e-03   9.71062928e-04   1.65655227e-11   2.01037461e-02   2.01037460e-03   1.68364211e-11  -4.16333634e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   474700  2.32013113e+01  5.33701314e-05   9.71945007e-03   9.71945006e-04   1.65692334e-11   2.02299475e-02   2.02299474e-03   1.68357550e-11   2.42861287e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   474800  2.32066390e+01  5.31859442e-05   9.72821175e-03   9.72821174e-04   1.65747173e-11   2.03524944e-02   2.03524944e-03   1.68690617e-11   1.08420217e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   474900  2.32119485e+01  5.30077242e-05   9.73690176e-03   9.73690175e-04   1.65787878e-11   2.04711676e-02   2.04711676e-03   1.68520753e-11  -3.38271078e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   475000  2.32172405e+01  5.28354005e-05   9.74550786e-03   9.74550786e-04   1.65826423e-11   2.05857512e-02   2.05857511e-03   1.68820513e-11  -2.77555756e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   475100  2.32225156e+01  5.26689045e-05   9.75401818e-03   9.75401817e-04   1.65864322e-11   2.06960331e-02   2.06960331e-03   1.68975944e-11  -1.34441069e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   475200  2.32277744e+01  5.25081702e-05   9.76242122e-03   9.76242122e-04   1.65911110e-11   2.08018053e-02   2.08018053e-03   1.68763892e-11  -8.32667268e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   475300  2.32330173e+01  5.23531341e-05   9.77070591e-03   9.77070591e-04   1.65955483e-11   2.09028635e-02   2.09028634e-03   1.68750569e-11  -1.99493200e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   475400  2.32382450e+01  5.22037351e-05   9.77886159e-03   9.77886158e-04   1.66004511e-11   2.09990074e-02   2.09990074e-03   1.68944858e-11  -1.43982049e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   475500  2.32434581e+01  5.20599148e-05   9.78687804e-03   9.78687803e-04   1.66045050e-11   2.10900410e-02   2.10900409e-03   1.69070313e-11   1.14491749e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   475600  2.32486570e+01  5.19216167e-05   9.79474552e-03   9.79474551e-04   1.66086872e-11   2.11757722e-02   2.11757722e-03   1.69247949e-11   5.20417043e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   475700  2.32538425e+01  5.17887872e-05   9.80245475e-03   9.80245474e-04   1.66124998e-11   2.12560134e-02   2.12560134e-03   1.69178005e-11  -1.71737624e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   475800  2.32590149e+01  5.16613746e-05   9.80999695e-03   9.80999695e-04   1.66170279e-11   2.13305811e-02   2.13305811e-03   1.69079195e-11   6.07153217e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   475900  2.32641748e+01  5.15393298e-05   9.81736384e-03   9.81736384e-04   1.66204807e-11   2.13992962e-02   2.13992962e-03   1.69262382e-11   9.19403442e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   476000  2.32693228e+01  5.14226056e-05   9.82454765e-03   9.82454764e-04   1.66240772e-11   2.14619840e-02   2.14619839e-03   1.69537717e-11  -2.42861287e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   476100  2.32744594e+01  5.13111573e-05   9.83154111e-03   9.83154111e-04   1.66275785e-11   2.15184742e-02   2.15184741e-03   1.69404490e-11   3.46944695e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   476200  2.32795851e+01  5.12049422e-05   9.83833750e-03   9.83833750e-04   1.66317468e-11   2.15686010e-02   2.15686009e-03   1.69438907e-11   1.30104261e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   476300  2.32847004e+01  5.11039200e-05   9.84493063e-03   9.84493062e-04   1.66355727e-11   2.16122032e-02   2.16122031e-03   1.69496639e-11   1.18828558e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   476400  2.32898059e+01  5.10080523e-05   9.85131481e-03   9.85131480e-04   1.66399355e-11   2.16491241e-02   2.16491240e-03   1.69583236e-11  -6.07153217e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   476500  2.32949021e+01  5.09173029e-05   9.85748493e-03   9.85748492e-04   1.66439688e-11   2.16792116e-02   2.16792116e-03   1.69403380e-11  -7.63278329e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   476600  2.32999895e+01  5.08316376e-05   9.86343639e-03   9.86343638e-04   1.66479234e-11   2.17023184e-02   2.17023184e-03   1.69555481e-11  -1.35308431e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   476700  2.33050685e+01  5.07510244e-05   9.86916515e-03   9.86916514e-04   1.66518351e-11   2.17183017e-02   2.17183017e-03   1.69405601e-11  -2.94902991e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   476800  2.33101398e+01  5.06754331e-05   9.87466769e-03   9.87466768e-04   1.66562669e-11   2.17270236e-02   2.17270235e-03   1.69722014e-11   1.56992475e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   476900  2.33152037e+01  5.06048358e-05   9.87994103e-03   9.87994103e-04   1.66597972e-11   2.17283507e-02   2.17283506e-03   1.69563252e-11  -5.37764278e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   477000  2.33202608e+01  5.05392064e-05   9.88498275e-03   9.88498274e-04   1.66635803e-11   2.17221546e-02   2.17221545e-03   1.69230185e-11  -1.44849410e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   477100  2.33253116e+01  5.04785208e-05   9.88979092e-03   9.88979092e-04   1.66686967e-11   2.17083117e-02   2.17083117e-03   1.69076975e-11  -3.29597460e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   477200  2.33303566e+01  5.04227568e-05   9.89436417e-03   9.89436417e-04   1.66719900e-11   2.16867033e-02   2.16867033e-03   1.69160241e-11   4.16333634e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   477300  2.33353963e+01  5.03718943e-05   9.89870163e-03   9.89870163e-04   1.66761819e-11   2.16572156e-02   2.16572155e-03   1.69406711e-11  -6.24500451e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   477400  2.33404311e+01  5.03259149e-05   9.90280296e-03   9.90280296e-04   1.66792445e-11   2.16197395e-02   2.16197395e-03   1.69436687e-11  -6.93889390e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   477500  2.33454616e+01  5.02848022e-05   9.90666831e-03   9.90666831e-04   1.66825571e-11   2.15741713e-02   2.15741713e-03   1.69769754e-11   1.12757026e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   477600  2.33504882e+01  5.02485417e-05   9.91029834e-03   9.91029834e-04   1.66860915e-11   2.15204120e-02   2.15204119e-03   1.69656511e-11   1.11889664e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   477700  2.33555114e+01  5.02171208e-05   9.91369421e-03   9.91369420e-04   1.66887916e-11   2.14583677e-02   2.14583677e-03   1.69756431e-11   1.04083409e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   477800  2.33605318e+01  5.01905288e-05   9.91685753e-03   9.91685753e-04   1.66925632e-11   2.13879498e-02   2.13879497e-03   1.69882997e-11  -1.73472348e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   477900  2.33655497e+01  5.01687567e-05   9.91979042e-03   9.91979042e-04   1.66954020e-11   2.13090746e-02   2.13090746e-03   1.70303771e-11  -2.60208521e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   478000  2.33705657e+01  5.01517974e-05   9.92249544e-03   9.92249543e-04   1.66999401e-11   2.12216638e-02   2.12216638e-03   1.70008452e-11  -4.77048956e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   478100  2.33755802e+01  5.01396456e-05   9.92497559e-03   9.92497558e-04   1.67036108e-11   2.11256442e-02   2.11256442e-03   1.69971814e-11   5.20417043e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   478200  2.33805937e+01  5.01322981e-05   9.92723432e-03   9.92723431e-04   1.67083394e-11   2.12686944e-02   2.12686943e-03   1.69945169e-11   2.55004351e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   478300  2.33856068e+01  5.01297533e-05   9.92927550e-03   9.92927549e-04   1.67126132e-11   2.15475205e-02   2.15475204e-03   1.70032877e-11   5.03069808e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   478400  2.33906199e+01  5.01320112e-05   9.93110341e-03   9.93110341e-04   1.67171315e-11   2.18208852e-02   2.18208851e-03   1.70116143e-11  -4.16333634e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   478500  2.33956334e+01  5.01390741e-05   9.93272273e-03   9.93272273e-04   1.67221775e-11   2.20886277e-02   2.20886276e-03   1.70069514e-11  -4.33680869e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   478600  2.34006478e+01  5.01509458e-05   9.93413851e-03   9.93413851e-04   1.67267078e-11   2.23505885e-02   2.23505884e-03   1.69859682e-11  -5.89805982e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   478700  2.34056637e+01  5.01676319e-05   9.93535617e-03   9.93535616e-04   1.67316608e-11   2.26066098e-02   2.26066097e-03   1.70105041e-11   1.76941795e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   478800  2.34106815e+01  5.01891400e-05   9.93638148e-03   9.93638147e-04   1.67361443e-11   2.28565357e-02   2.28565356e-03   1.70105041e-11   1.38777878e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   478900  2.34157018e+01  5.02154793e-05   9.93722054e-03   9.93722053e-04   1.67391291e-11   2.31002114e-02   2.31002113e-03   1.70105041e-11   1.28369537e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   479000  2.34207248e+01  5.02466611e-05   9.93787976e-03   9.93787976e-04   1.67426509e-11   2.33374842e-02   2.33374841e-03   1.70139458e-11   1.38777878e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   479100  2.34257513e+01  5.02826982e-05   9.93836587e-03   9.93836586e-04   1.67466148e-11   2.35682026e-02   2.35682026e-03   1.70472525e-11  -7.45931095e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   479200  2.34307816e+01  5.03236054e-05   9.93868584e-03   9.93868584e-04   1.67487149e-11   2.37922171e-02   2.37922170e-03   1.70559122e-11  -7.63278329e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   479300  2.34358162e+01  5.03693993e-05   9.93884694e-03   9.93884693e-04   1.67536161e-11   2.40093793e-02   2.40093792e-03   1.70315984e-11   1.38777878e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   479400  2.34408557e+01  5.04200983e-05   9.93885664e-03   9.93885664e-04   1.67586245e-11   2.42195429e-02   2.42195428e-03   1.70232717e-11   1.43982049e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   479500  2.34459004e+01  5.04757228e-05   9.93872267e-03   9.93872266e-04   1.67620108e-11   2.44225628e-02   2.44225627e-03   1.70288228e-11  -1.12757026e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   479600  2.34509510e+01  5.05362948e-05   9.93845292e-03   9.93845291e-04   1.67667538e-11   2.46182958e-02   2.46182957e-03   1.70821135e-11   1.87350135e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   479700  2.34560079e+01  5.06018382e-05   9.93805548e-03   9.93805548e-04   1.67706769e-11   2.48066003e-02   2.48066002e-03   1.70835568e-11   1.31838984e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   479800  2.34610716e+01  5.06723791e-05   9.93753860e-03   9.93753860e-04   1.67746944e-11   2.49873362e-02   2.49873361e-03   1.71412884e-11  -7.28583860e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   479900  2.34661426e+01  5.07479451e-05   9.93691065e-03   9.93691064e-04   1.67786875e-11   2.51603652e-02   2.51603651e-03   1.71170855e-11  -1.04083409e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
