#timestep  time            dt               l2_rho           l2_rho_v1        l2_rho_theta     linf_rho         linf_rho_v1      linf_rho_theta   dsdu_ut          energy_kinetic   entropy          entropy_phys     pressurecompute
   731800  3.61171802e+01  5.00020448e-05   1.02915721e-02   1.02915721e-03   2.73630489e-11   2.57943144e-02   2.57943143e-03   2.76800804e-11   1.00613962e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   731900  3.61221675e+01  4.97472267e-05   1.02904535e-02   1.02904535e-03   2.73660104e-11   2.53894432e-02   2.53894431e-03   2.76747514e-11   7.80625564e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   732000  3.61271296e+01  4.95002255e-05   1.02892609e-02   1.02892609e-03   2.73713621e-11   2.49788465e-02   2.49788463e-03   2.76604295e-11   7.50267903e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   732100  3.61320675e+01  4.92610542e-05   1.02879978e-02   1.02879978e-03   2.73757018e-11   2.45627950e-02   2.45627949e-03   2.76386691e-11  -1.12757026e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   732200  3.61369819e+01  4.90297254e-05   1.02866675e-02   1.02866675e-03   2.73797996e-11   2.46016273e-02   2.46016271e-03   2.76597634e-11  -5.29090660e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   732300  3.61418735e+01  4.88062518e-05   1.02852728e-02   1.02852728e-03   2.73843317e-11   2.47025938e-02   2.47025936e-03   2.76282330e-11   4.16333634e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   732400  3.61467432e+01  4.85906458e-05   1.02838165e-02   1.02838165e-03   2.73900398e-11   2.47942822e-02   2.47942821e-03   2.76284551e-11   1.08853898e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   732500  3.61515917e+01  4.83829198e-05   1.02823008e-02   1.02823008e-03   2.73954956e-11   2.48769441e-02   2.48769440e-03   2.76252354e-11   1.34441069e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   732600  3.61564198e+01  4.81830865e-05   1.02807278e-02   1.02807278e-03   2.74001396e-11   2.49508266e-02   2.49508265e-03   2.76210166e-11  -6.63531730e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   732700  3.61612284e+01  4.79911587e-05   1.02790993e-02   1.02790993e-03   2.74043404e-11   2.50161725e-02   2.50161724e-03   2.76084711e-11  -9.10729825e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   732800  3.61660181e+01  4.78071496e-05   1.02774168e-02   1.02774168e-03   2.74076875e-11   2.50732203e-02   2.50732202e-03   2.76111356e-11   4.42354486e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   732900  3.61707899e+01  4.76310726e-05   1.02756816e-02   1.02756816e-03   2.74127296e-11   2.51222039e-02   2.51222038e-03   2.76215717e-11  -1.35742112e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   733000  3.61755444e+01  4.74629419e-05   1.02738947e-02   1.02738947e-03   2.74177597e-11   2.51633529e-02   2.51633528e-03   2.75864886e-11   4.33680869e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   733100  3.61802826e+01  4.73027721e-05   1.02720570e-02   1.02720570e-03   2.74224543e-11   2.51968924e-02   2.51968923e-03   2.75766077e-11   4.72712147e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   733200  3.61850051e+01  4.71505785e-05   1.02701691e-02   1.02701691e-03   2.74283971e-11   2.52230428e-02   2.52230427e-03   2.75766077e-11   1.99493200e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   733300  3.61897128e+01  4.70063772e-05   1.02682314e-02   1.02682314e-03   2.74324766e-11   2.52420202e-02   2.52420201e-03   2.76034751e-11  -8.71698547e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   733400  3.61944065e+01  4.68701851e-05   1.02662440e-02   1.02662440e-03   2.74374576e-11   2.52540364e-02   2.52540363e-03   2.76285661e-11  -2.60208521e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   733500  3.61990870e+01  4.67420200e-05   1.02642071e-02   1.02642071e-03   2.74427295e-11   2.53316882e-02   2.53316882e-03   2.76663137e-11  -9.54097912e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   733600  3.62037551e+01  4.66219007e-05   1.02621205e-02   1.02621205e-03   2.74473096e-11   2.54875745e-02   2.54875745e-03   2.77070589e-11  -1.42681006e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   733700  3.62084115e+01  4.65098470e-05   1.02599840e-02   1.02599840e-03   2.74502594e-11   2.56380580e-02   2.56380580e-03   2.77128320e-11  -8.84708973e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   733800  3.62130572e+01  4.64058800e-05   1.02577970e-02   1.02577970e-03   2.74564137e-11   2.57831445e-02   2.57831445e-03   2.77238232e-11  -2.60208521e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   733900  3.62176929e+01  4.63100218e-05   1.02555591e-02   1.02555591e-03   2.74606874e-11   2.59228393e-02   2.59228393e-03   2.77238232e-11  -1.90819582e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   734000  3.62223194e+01  4.62222958e-05   1.02532695e-02   1.02532695e-03   2.74637141e-11   2.60571469e-02   2.60571469e-03   2.77030621e-11  -2.86229374e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   734100  3.62269375e+01  4.61427268e-05   1.02509274e-02   1.02509274e-03   2.74655786e-11   2.61860710e-02   2.61860710e-03   2.76726420e-11   2.03830008e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   734200  3.62315481e+01  4.60713409e-05   1.02485320e-02   1.02485320e-03   2.74702009e-11   2.63096144e-02   2.63096144e-03   2.77009526e-11   5.11743425e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   734300  3.62361520e+01  4.60081656e-05   1.02460822e-02   1.02460822e-03   2.74746187e-11   2.64277790e-02   2.64277789e-03   2.77109447e-11   4.33680869e-19   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   734400  3.62407500e+01  4.59532299e-05   1.02435770e-02   1.02435770e-03   2.74792062e-11   2.65405654e-02   2.65405653e-03   2.77209367e-11  -5.63785130e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   734500  3.62453429e+01  4.59065644e-05   1.02410152e-02   1.02410152e-03   2.74833078e-11   2.66479731e-02   2.66479731e-03   2.77413648e-11  -8.67361738e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   734600  3.62499315e+01  4.58682012e-05   1.02383956e-02   1.02383955e-03   2.74873332e-11   2.67500007e-02   2.67500007e-03   2.77267098e-11  -1.21430643e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   734700  3.62545167e+01  4.58381740e-05   1.02357168e-02   1.02357168e-03   2.74901609e-11   2.68466451e-02   2.68466450e-03   2.77221579e-11  -6.59194921e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   734800  3.62590994e+01  4.58165181e-05   1.02329776e-02   1.02329776e-03   2.74945996e-11   2.69379020e-02   2.69379020e-03   2.77707857e-11   2.73218947e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   734900  3.62636803e+01  4.58032707e-05   1.02301766e-02   1.02301766e-03   2.74993629e-11   2.70237657e-02   2.70237657e-03   2.77646794e-11  -3.33934269e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   735000  3.62682603e+01  4.57984703e-05   1.02273125e-02   1.02273125e-03   2.75046595e-11   2.71042290e-02   2.71042289e-03   2.77926571e-11  -1.25767452e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   735100  3.62728403e+01  4.58021576e-05   1.02243837e-02   1.02243837e-03   2.75078650e-11   2.71792831e-02   2.71792831e-03   2.78069789e-11   9.88792381e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   735200  3.62774210e+01  4.58143747e-05   1.02213889e-02   1.02213888e-03   2.75122211e-11   2.72489177e-02   2.72489176e-03   2.78026491e-11   6.07153217e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   735300  3.62820035e+01  4.58351658e-05   1.02183266e-02   1.02183266e-03   2.75151632e-11   2.73131208e-02   2.73131207e-03   2.78125301e-11   1.20563282e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   735400  3.62865884e+01  4.58645766e-05   1.02151954e-02   1.02151954e-03   2.75186311e-11   2.73718786e-02   2.73718786e-03   2.78009837e-11  -1.43114687e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   735500  3.62911767e+01  4.59026548e-05   1.02119939e-02   1.02119939e-03   2.75224933e-11   2.74251759e-02   2.74251759e-03   2.77986523e-11  -4.98732999e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   735600  3.62957693e+01  4.59494498e-05   1.02087207e-02   1.02087207e-03   2.75262257e-11   2.74729955e-02   2.74729954e-03   2.78154166e-11  -5.94142791e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   735700  3.63003669e+01  4.60050130e-05   1.02053744e-02   1.02053744e-03   2.75298347e-11   2.75153183e-02   2.75153182e-03   2.78581602e-11   2.04697370e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   735800  3.63049706e+01  4.60693973e-05   1.02019537e-02   1.02019537e-03   2.75335489e-11   2.75521236e-02   2.75521235e-03   2.78562728e-11   8.45677695e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   735900  3.63095812e+01  4.61426577e-05   1.01984573e-02   1.01984573e-03   2.75399920e-11   2.75833887e-02   2.75833886e-03   2.78669310e-11   1.40512602e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   736000  3.63141995e+01  4.62248509e-05   1.01948839e-02   1.01948839e-03   2.75433842e-11   2.76090891e-02   2.76090891e-03   2.78701506e-11  -1.51788304e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   736100  3.63188265e+01  4.63160353e-05   1.01912325e-02   1.01912325e-03   2.75472905e-11   2.76291984e-02   2.76291984e-03   2.78683743e-11   4.72712147e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   736200  3.63234631e+01  4.64162711e-05   1.01875018e-02   1.01875018e-03   2.75509532e-11   2.76436884e-02   2.76436883e-03   2.78574941e-11  -3.25260652e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   736300  3.63281102e+01  4.65256203e-05   1.01836909e-02   1.01836908e-03   2.75548233e-11   2.76525286e-02   2.76525286e-03   2.78496115e-11   1.51788304e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   736400  3.63327687e+01  4.66441466e-05   1.01797987e-02   1.01797987e-03   2.75590048e-11   2.76556871e-02   2.76556870e-03   2.78538304e-11  -4.33680869e-19   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   736500  3.63374395e+01  4.67719151e-05   1.01758245e-02   1.01758245e-03   2.75621639e-11   2.76531296e-02   2.76531296e-03   2.78395085e-11  -4.57533317e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   736600  3.63421235e+01  4.69089928e-05   1.01717674e-02   1.01717674e-03   2.75666176e-11   2.76448203e-02   2.76448203e-03   2.78275181e-11  -2.60208521e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   736700  3.63468217e+01  4.70554481e-05   1.01676268e-02   1.01676268e-03   2.75699685e-11   2.76307213e-02   2.76307213e-03   2.78405077e-11   3.81639165e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   736800  3.63515350e+01  4.72113507e-05   1.01634022e-02   1.01634022e-03   2.75741049e-11   2.76107929e-02   2.76107928e-03   2.78349566e-11  -2.75387352e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   736900  3.63562645e+01  4.73767721e-05   1.01590931e-02   1.01590931e-03   2.75793143e-11   2.75849933e-02   2.75849933e-03   2.78292944e-11  -5.68121938e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   737000  3.63610108e+01  4.75341936e-05   1.01546994e-02   1.01546994e-03   2.75813122e-11   2.75532802e-02   2.75532802e-03   2.78203016e-11  -8.82540568e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   737100  3.63657670e+01  4.75906780e-05   1.01502284e-02   1.01502283e-03   2.75864350e-11   2.75156766e-02   2.75156765e-03   2.78196355e-11   1.65882932e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   737200  3.63705292e+01  4.76535748e-05   1.01456851e-02   1.01456850e-03   2.75911386e-11   2.74722127e-02   2.74722127e-03   2.77967649e-11   1.16226473e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   737300  3.63752980e+01  4.77229971e-05   1.01410704e-02   1.01410704e-03   2.75953117e-11   2.74228912e-02   2.74228911e-03   2.78187473e-11   4.33680869e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   737400  3.63800741e+01  4.77990607e-05   1.01363856e-02   1.01363856e-03   2.75991249e-11   2.73677137e-02   2.73677137e-03   2.78568280e-11  -2.81892565e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   737500  3.63848581e+01  4.78818835e-05   1.01316318e-02   1.01316318e-03   2.76032538e-11   2.73066820e-02   2.73066820e-03   2.77919909e-11   7.48099499e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   737600  3.63896508e+01  4.79715864e-05   1.01268103e-02   1.01268103e-03   2.76063946e-11   2.72397971e-02   2.72397971e-03   2.77741163e-11   1.66967135e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   737700  3.63944527e+01  4.80682924e-05   1.01219226e-02   1.01219226e-03   2.76101611e-11   2.71670597e-02   2.71670597e-03   2.77672330e-11   6.50521303e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   737800  3.63992648e+01  4.81721276e-05   1.01169703e-02   1.01169703e-03   2.76133647e-11   2.70884700e-02   2.70884699e-03   2.78076451e-11  -8.39172482e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   737900  3.64040875e+01  4.82832204e-05   1.01119552e-02   1.01119552e-03   2.76180388e-11   2.70040275e-02   2.70040275e-03   2.78043144e-11   4.96564595e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   738000  3.64089218e+01  4.84017022e-05   1.01068790e-02   1.01068790e-03   2.76223413e-11   2.69137317e-02   2.69137316e-03   2.77723400e-11  -1.16009632e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   738100  3.64137682e+01  4.85277071e-05   1.01017437e-02   1.01017437e-03   2.76259787e-11   2.68175811e-02   2.68175811e-03   2.77680101e-11  -3.38271078e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   738200  3.64186277e+01  4.86613722e-05   1.00965513e-02   1.00965513e-03   2.76306118e-11   2.71572312e-02   2.71572310e-03   2.77786683e-11  -2.03830008e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   738300  3.64235009e+01  4.88028374e-05   1.00913040e-02   1.00913040e-03   2.76342131e-11   2.75992673e-02   2.75992672e-03   2.77925460e-11   2.12503626e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   738400  3.64283887e+01  4.89522456e-05   1.00860040e-02   1.00860040e-03   2.76381900e-11   2.80428008e-02   2.80428007e-03   2.78242984e-11  -1.18394877e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   738500  3.64332918e+01  4.91097429e-05   1.00806535e-02   1.00806535e-03   2.76422990e-11   2.84875779e-02   2.84875777e-03   2.78159717e-11  -6.83047369e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   738600  3.64382110e+01  4.92754784e-05   1.00752550e-02   1.00752549e-03   2.76470420e-11   2.89333354e-02   2.89333353e-03   2.78476131e-11  -4.77048956e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   738700  3.64431473e+01  4.94496042e-05   1.00698108e-02   1.00698107e-03   2.76518068e-11   2.93798013e-02   2.93798011e-03   2.78719270e-11  -8.80372164e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   738800  3.64481014e+01  4.96322758e-05   1.00643233e-02   1.00643233e-03   2.76562660e-11   2.98266931e-02   2.98266930e-03   2.78499446e-11  -5.76795556e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   738900  3.64530742e+01  4.98236519e-05   1.00587952e-02   1.00587952e-03   2.76600779e-11   3.02737186e-02   3.02737185e-03   2.78970180e-11   1.20129601e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   739000  3.64580667e+01  5.00238943e-05   1.00532288e-02   1.00532287e-03   2.76647990e-11   3.07205743e-02   3.07205742e-03   2.78899126e-11  -6.72205347e-18   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   739100  3.64630795e+01  5.02331683e-05   1.00476266e-02   1.00476265e-03   2.76690916e-11   3.11669458e-02   3.11669456e-03   2.78833623e-11   1.40946282e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   739200  3.64681128e+01  5.03674897e-05   1.00419922e-02   1.00419921e-03   2.76737710e-11   3.16124187e-02   3.16124186e-03   2.79528622e-11   1.47668336e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   739300  3.64731422e+01  5.02222300e-05   1.00363563e-02   1.00363562e-03   2.76760947e-11   3.20544468e-02   3.20544467e-03   2.79414269e-11   5.39932682e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   739400  3.64781573e+01  5.00830664e-05   1.00307338e-02   1.00307338e-03   2.76792755e-11   3.24917596e-02   3.24917595e-03   2.79513079e-11   4.01154804e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   739500  3.64831589e+01  4.99499788e-05   1.00251274e-02   1.00251274e-03   2.76831396e-11   3.29240590e-02   3.29240588e-03   2.79484214e-11   4.64038530e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   739600  3.64881474e+01  4.98229483e-05   1.00195393e-02   1.00195393e-03   2.76879708e-11   3.33510501e-02   3.33510499e-03   2.79536394e-11   1.86482774e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   739700  3.64931235e+01  4.97019580e-05   1.00139717e-02   1.00139717e-03   2.76913974e-11   3.37724411e-02   3.37724410e-03   2.79951617e-11  -2.75387352e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   739800  3.64980879e+01  4.95869921e-05   1.00084263e-02   1.00084263e-03   2.76957813e-11   3.41879434e-02   3.41879432e-03   2.79830603e-11  -2.90566182e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   739900  3.65030410e+01  4.94780367e-05   1.00029049e-02   1.00029049e-03   2.76990409e-11   3.45972710e-02   3.45972709e-03   2.79902768e-11  -2.34187669e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   740000  3.65079836e+01  4.93750794e-05   9.99740860e-03   9.99740858e-04   2.77020404e-11   3.50001411e-02   3.50001409e-03   2.79902768e-11   1.10588622e-16   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
   740100  3.65129161e+01  4.92781090e-05   9.99193857e-03   9.99193856e-04   2.77063769e-11   3.53962734e-02   3.53962733e-03   2.80042656e-11  -2.29850861e-17   5.00000000e-03   4.99701568e+01  -6.47187512e+00   2.00000000e+01
